Gold	Predictions	Probabilities	Filename
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'Hauts-de-France']	[1.0, 3.0688816071711145e-11, 7.57897799146725e-24, 9.546798999299263e-31, 1.961817850054744e-43]	o01siJbxRclfhTe1iyElZw
Mayotte	['Réunion', 'Martinique', 'Mayotte', 'Guadeloupe', 'French Guiana']	[0.9992592930793762, 0.0007407378288917243, 1.8590656125638816e-08, 5.0834679020744385e-17, 1.7437190651383213e-18]	Y7CfbEA695xRaW-R8oPvtw
Mayotte	['French Guiana', 'Mayotte', 'Martinique', 'Guadeloupe', 'Réunion']	[1.0, 2.837577449486123e-13, 2.470282326246845e-20, 9.484341428020777e-21, 3.564537095987162e-30]	3knEchK9evyfTN7dRfo-yg
Mayotte	['French Guiana', 'Mayotte', 'Hauts-de-France', 'New Aquitaine', 'Pays de la Loire']	[0.9999843835830688, 1.5657504263799638e-05, 2.979672845971872e-19, 2.287128645289175e-22, 2.3668930831254333e-25]	sfPfq7VVja95qnQr8Y8T1g
Mayotte	['Mayotte', 'French Guiana', 'Martinique', 'Réunion', 'Guadeloupe']	[1.0, 2.6107072059744496e-08, 6.052274024830051e-15, 4.985014698736602e-25, 7.71437309755492e-26]	8hpqKyDcA1rCmYDkX__kQQ
Mayotte	['Mayotte', 'French Guiana', 'Réunion', 'Martinique', 'Guadeloupe']	[1.0, 2.76475755267222e-14, 4.556300543778186e-28, 6.0445124400991617e-33, 3.8616772324574274e-36]	sRTR2kbyICFgM7xV5ad05w
Mayotte	['Réunion', 'Mayotte', 'Martinique', 'Guadeloupe', 'French Guiana']	[0.9999936819076538, 6.36382719676476e-06, 3.418957894574248e-10, 3.3473419348839517e-13, 2.630153751716274e-30]	eVnEOB4Gdgl618PLzuivzQ
Mayotte	['Martinique', 'Réunion', 'Guadeloupe', 'French Guiana', 'Mayotte']	[1.0, 3.546493035748641e-18, 1.184422793891061e-20, 4.489284980400288e-23, 3.5933119596834495e-25]	sUgLL6WYmtWZd3XnFPe3pg
Mayotte	['Mayotte', 'French Guiana', 'Guadeloupe', 'Réunion', 'Martinique']	[1.0, 6.738991959950869e-13, 1.0055681087095291e-18, 2.107812988467749e-23, 3.6134716506356223e-28]	0zuMoXcXSNqDdrMf4aofjw
Mayotte	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'Hauts-de-France']	[0.9999459981918335, 5.398986832005903e-05, 1.5383188760025187e-15, 2.2329177294519346e-24, 1.5200083292008316e-30]	BCL-ipzWil9PrVwnHjRtTg
Mayotte	['Guadeloupe', 'Réunion', 'Martinique', 'Mayotte', 'Hauts-de-France']	[0.9906133413314819, 0.00937241967767477, 1.4177129742165562e-05, 1.9142591158038957e-12, 1.1260126364673615e-28]	_04xjNSTY5IPd2DQaPqdnA
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'French Guiana']	[0.9651512503623962, 0.03484587371349335, 2.8262516025279183e-06, 6.975657780796025e-16, 2.0176780421904163e-25]	4THQBMSF4gup4T4H-uZUVQ
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'French Guiana']	[1.0, 8.382862404232583e-09, 5.669336438016351e-17, 7.588830235609091e-20, 2.1905680315222885e-22]	gNI5eHm1VDo0_iHNcqlzjQ
Mayotte	['Réunion', 'Hauts-de-France', 'Mayotte', 'Martinique', 'Grand Est']	[1.0, 2.186459369113436e-08, 5.3804334321228e-09, 4.9882840913451076e-11, 9.703203794372869e-17]	4Tir9OobOwKfJ1Ju0fVjTA
Mayotte	['Réunion', 'Martinique', 'Guadeloupe', 'Mayotte', 'French Guiana']	[1.0, 2.559584674092236e-17, 1.0082206814479435e-21, 6.529253749184755e-31, 2.589620021029841e-38]	bWp4ZZQP9wg7WV0nz_JNvw
Mayotte	['Martinique', 'Mayotte', 'Guadeloupe', 'French Guiana', 'Réunion']	[0.9675533175468445, 0.032275836914777756, 0.0001707849878584966, 4.7357390900293544e-24, 2.4389643629839576e-27]	iEToDnIpKkFbpt2USrK7YQ
Mayotte	['French Guiana', 'Martinique', 'Mayotte', 'Réunion', 'Guadeloupe']	[0.999957799911499, 4.213519423501566e-05, 9.305215087351826e-08, 1.0161339761868833e-17, 2.768983998593963e-18]	W9Q9VOzy2eEs9LZvRargaw
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'Hauts-de-France']	[0.9999985694885254, 1.3784667771687964e-06, 4.123050345583579e-09, 4.296802867659939e-33, 6.305843089461677e-44]	dQLHsHjSBiEq0Ot4msmpmw
Mayotte	['Mayotte', 'French Guiana', 'Réunion', 'Martinique', 'Guadeloupe']	[0.8758600354194641, 0.12413999438285828, 1.458603970061706e-15, 2.9565076529173244e-20, 9.103501191828658e-25]	XH7hwova37NaxdwgPTtx7g
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'Hauts-de-France']	[1.0, 4.2995138699319924e-11, 2.1129668856061622e-14, 1.3531297827186576e-25, 6.985060735022599e-33]	bruCC3uLtwbmm_JutxO5QQ
Mayotte	['Martinique', 'Guadeloupe', 'Mayotte', 'Réunion', 'French Guiana']	[1.0, 6.666966024387877e-12, 1.3612117247397126e-17, 8.363284955817926e-31, 1.7509067701366653e-32]	4rOCHeqXtcK0DWsqSpR03A
Mayotte	['Réunion', 'Martinique', 'Guadeloupe', 'Mayotte', 'Hauts-de-France']	[1.0, 8.193301843686303e-23, 7.83174085841364e-24, 6.2652569539677054e-27, 1.246912238724914e-27]	-IdFS0lxa1bHZBgXgvM4tw
Mayotte	['Martinique', 'Mayotte', 'Réunion', 'Guadeloupe', 'French Guiana']	[0.9980736970901489, 0.0019256186205893755, 7.417654046548705e-07, 3.2922319384565135e-13, 2.9135678083206443e-33]	jbeUry1A_Efop_vniQ0N7g
Mayotte	['French Guiana', 'Martinique', 'Mayotte', 'Réunion', 'Guadeloupe']	[0.9999022483825684, 7.319558062590659e-05, 2.4507722628186457e-05, 2.594372741811235e-13, 1.392094564608168e-20]	39tDbOJJPCNnBaOX4gju0g
Mayotte	['Martinique', 'Réunion', 'Mayotte', 'Guadeloupe', 'French Guiana']	[0.9849873185157776, 0.015012487769126892, 2.509637226921768e-07, 3.7907179461688e-17, 4.381199688629133e-33]	vGap3TxtykcIUxMk9cpESw
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'Hauts-de-France']	[0.9999998807907104, 1.2026924878227874e-07, 5.980262400735736e-13, 1.4121804223322254e-22, 3.96641267421988e-35]	cwYSOWQn1NSUtyb8cHKoTg
Mayotte	['Mayotte', 'Réunion', 'Martinique', 'Guadeloupe', 'French Guiana']	[1.0, 7.5981497096012725e-22, 3.709161814109866e-23, 1.0576595771817356e-27, 1.7523327881945235e-29]	-TidbMU2Y4-via6jTd5WEQ
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'French Guiana']	[1.0, 5.881883424763146e-08, 3.5406297479562935e-16, 9.388764504870039e-22, 2.9034845348695483e-35]	feF_EuhAuhKxatzPAfWRhA
Mayotte	['Mayotte', 'Réunion', 'Martinique', 'Hauts-de-France', 'Guadeloupe']	[1.0, 4.351138806896193e-12, 1.6745566953684374e-23, 5.730518797211328e-33, 4.5139320280038295e-36]	2LMuBDfdhc8X7pzugnmiyQ
Mayotte	"['Mayotte', 'Réunion', 'Martinique', 'Guadeloupe', ""Provence-Alpes-Côte d'Azur""]"	[1.0, 1.9139091351853497e-21, 1.6049370061155381e-28, 5.605193857299268e-45, 0.0]	AMVqyP6ANbrqEyixiDYekA
Mayotte	['Réunion', 'Martinique', 'Mayotte', 'Guadeloupe', 'French Guiana']	[1.0, 1.612832457016708e-17, 3.63738424891673e-20, 3.943230689197827e-25, 1.1937153596159656e-30]	Ua1l-03jv7P1xPJPjWkRuw
Mayotte	['Mayotte', 'Réunion', 'Martinique', 'Hauts-de-France', 'Guadeloupe']	[0.9999994039535522, 6.01326519245049e-07, 3.910702491005669e-12, 6.391148137164414e-17, 2.0501096591601067e-18]	rwqfx_BNshfD2Dl_X4IzNA
Mayotte	['Mayotte', 'French Guiana', 'Martinique', 'Guadeloupe', 'Réunion']	[0.9986944794654846, 0.0010154228657484055, 0.00029017869383096695, 1.6573205768385632e-21, 7.963430660177584e-26]	7WubsazyRcpHI5tyq9hEeA
Mayotte	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'French Guiana']	[0.9975851774215698, 0.002414821647107601, 2.09944084686442e-12, 8.432534425459046e-35, 1.229078883059297e-38]	64Yc8JPsG0yy1vwH6aw9rQ
Mayotte	['Mayotte', 'French Guiana', 'Martinique', 'Réunion', 'Guadeloupe']	[1.0, 5.4551029272222055e-24, 3.27057109072765e-27, 2.629591079245959e-28, 1.918285392221722e-38]	qns9suTH0qwE6rFKQdU_EA
Mayotte	['Guadeloupe', 'Réunion', 'Martinique', 'Mayotte', 'French Guiana']	[0.9758613705635071, 0.02355029620230198, 0.0005883119883947074, 1.840832391034053e-12, 6.801892762139244e-14]	JHgAzfaEXAvSGWwsJMxIjA
Mayotte	['Martinique', 'Mayotte', 'Réunion', 'Guadeloupe', 'Hauts-de-France']	[0.9976134300231934, 0.002384862629696727, 1.5361841860794812e-06, 1.899199588706324e-07, 3.4303694621684887e-31]	Cw4M9efuAF97Ze0es8HUkw
Mayotte	['Mayotte', 'Martinique', 'French Guiana', 'Guadeloupe', 'Réunion']	[0.9998692274093628, 0.0001307759084738791, 2.850310861900879e-13, 1.0954141782017202e-14, 1.108905358996584e-15]	6VBgiaxYv6UUPVck4EB8Mg
Mayotte	['Mayotte', 'Guadeloupe', 'Martinique', 'Réunion', 'French Guiana']	[1.0, 1.8187515729573e-11, 1.3932516598758049e-11, 1.1059263747836834e-11, 6.813364179471055e-19]	sQfQFE_pr9EQ3EeZ4jOGGg
Mayotte	['Mayotte', 'French Guiana', 'Hauts-de-France', 'Réunion', 'New Aquitaine']	[1.0, 1.3905310494973062e-29, 2.2975936339999988e-32, 5.543728704103835e-34, 4.0097274025574625e-34]	eGJC1iT0liWAf0Dq2TD4rA
Mayotte	['Martinique', 'Mayotte', 'Guadeloupe', 'Réunion', 'French Guiana']	[1.0, 2.1724326781935588e-09, 2.4810962746119047e-12, 1.3152127563382448e-22, 5.6041006084176345e-24]	-3WDfUoxDN6OHNWaoatlIw
Mayotte	['Martinique', 'Guadeloupe', 'Mayotte', 'Réunion', 'Centre-Loire Valley']	[1.0, 1.1692632228258637e-19, 9.584488404471938e-32, 2.9464991907234346e-34, 0.0]	J4UIhb1sXhW6ZV1ogLJ11A
Mayotte	['Mayotte', 'Martinique', 'Réunion', 'Guadeloupe', 'French Guiana']	[0.9536028504371643, 0.04639710485935211, 2.83349521623677e-09, 1.6848634033089782e-12, 4.065291555158954e-22]	mKSPNZGopsXS-H2jw0We1w
Mayotte	['Mayotte', 'Réunion', 'Hauts-de-France', 'Martinique', 'French Guiana']	[1.0, 1.9035233389530504e-09, 3.1860588032008565e-19, 7.820967069486675e-23, 5.38643313762535e-23]	w5Th_pIChqtEjRg2R9uhag
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'Hauts-de-France']	[1.0, 6.998801982405212e-09, 6.543005286879788e-12, 2.1637705825770634e-19, 1.4845703130934563e-32]	3K1E2uUMf11iz-pQfvScLw
Mayotte	['Mayotte', 'Réunion', 'Martinique', 'Guadeloupe', 'French Guiana']	[0.9999997615814209, 1.8719984495874087e-07, 1.3141215546297325e-11, 1.0320838245585559e-26, 2.135624955990875e-28]	3O1nrBzXdU-paD_y1cKWLw
Mayotte	['Réunion', 'Martinique', 'Guadeloupe', 'Mayotte', 'French Guiana']	[0.9998944997787476, 0.00010552754247328267, 6.131611948169776e-17, 2.0928269708593573e-29, 9.117708587307538e-36]	r0qgxwkiztS1Nd8VfbNtjg
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'French Guiana']	[0.9673264026641846, 0.03267355635762215, 2.563929440259671e-18, 1.9341348724629433e-21, 1.1641241231052018e-30]	XEH7yJbMSLHpKhcmraA8tQ
Mayotte	['Mayotte', 'Réunion', 'Guadeloupe', 'French Guiana', 'Martinique']	[1.0, 5.379355814960629e-13, 2.7176230618908385e-19, 1.9164285171029104e-22, 5.1399273576069916e-23]	vaJokoKh7Fzmi9P66ieD0g
Mayotte	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'French Guiana']	[0.9975851774215698, 0.002414821647107601, 2.09944084686442e-12, 8.432534425459046e-35, 1.229078883059297e-38]	jPFRW-R0vavfxq42xwvLCA
Mayotte	['Réunion', 'Mayotte', 'Hauts-de-France', 'Martinique', 'Grand Est']	[0.9999998807907104, 1.1466720195585367e-07, 2.2410583111476257e-10, 1.5136580140337474e-12, 1.0770583785107534e-23]	dt2rwGgzPSjzBsTfNJBETg
Mayotte	['French Guiana', 'Mayotte', 'Martinique', 'Guadeloupe', 'Réunion']	[1.0, 3.298090814020266e-23, 2.109300070160181e-24, 2.1268803363183213e-33, 8.890900202431983e-37]	rIag9AYkxpJqQ2QU8vNDww
Mayotte	['Réunion', 'Martinique', 'Guadeloupe', 'Mayotte', 'French Guiana']	[1.0, 4.3382486492049566e-10, 1.581911447808785e-14, 6.57652315055559e-16, 8.731247789546221e-30]	8syNAbdI4vOxS0Vu_TQfEQ
Mayotte	['Mayotte', 'Guadeloupe', 'Réunion', 'Martinique', 'Hauts-de-France']	[0.9999674558639526, 1.732093733153306e-05, 1.3071736248093657e-05, 2.16783723772096e-06, 2.6530859743601027e-33]	nAp2wanzDD7NAxABdp0wpg
Mayotte	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'Centre-Loire Valley']	[1.0, 5.079462296501763e-16, 7.977741432534205e-17, 2.6067765040343585e-23, 0.0]	TTt4nMkZJ4dDwDPloIr6Qg
Mayotte	['Martinique', 'Guadeloupe', 'Réunion', 'Mayotte', 'Hauts-de-France']	[1.0, 1.5150247278938878e-08, 7.130134029024002e-20, 3.886902409807513e-30, 4.96619903120086e-35]	ia-jFJoGm1BlSTS2rDTFvg
Mayotte	['Martinique', 'Réunion', 'Mayotte', 'Guadeloupe', 'French Guiana']	[0.9999957084655762, 4.294702648621751e-06, 5.921319878865461e-09, 3.177220119861786e-20, 7.708762015330639e-38]	isR8jZkvYwhTQdOxUVMhPQ
Mayotte	['Réunion', 'Martinique', 'Guadeloupe', 'Mayotte', 'French Guiana']	[0.9977577328681946, 0.002242268528789282, 1.1895109897075429e-11, 1.4219260534645284e-12, 3.2072450746943045e-35]	8J4soeL6L_lKKqGi-HcYkg
Mayotte	['Martinique', 'Mayotte', 'Guadeloupe', 'French Guiana', 'Réunion']	[0.9999986886978149, 1.2693993767243228e-06, 1.1388503665500996e-14, 9.704703803695672e-18, 4.23972725531181e-22]	cXp3Qy_4SpOxzDSqSsSlFw
Mayotte	['Réunion', 'Mayotte', 'Martinique', 'French Guiana', 'Hauts-de-France']	[0.9998825788497925, 0.00011745035590138286, 9.111096344613726e-14, 6.847931565097181e-16, 2.3013710286726374e-29]	cOHaNaAPCFs8t2i0_MuvCw
Mayotte	['Martinique', 'Réunion', 'Guadeloupe', 'Mayotte', 'Hauts-de-France']	[0.9999459981918335, 5.398986832005903e-05, 1.5383188760025187e-15, 2.2329177294519346e-24, 1.5200083292008316e-30]	3O8S37rglkWy-QckVULsGw
Mayotte	['French Guiana', 'Mayotte', 'Martinique', 'Guadeloupe', 'Réunion']	[1.0, 1.0833046681923975e-09, 2.871822250819402e-23, 4.149400927019113e-34, 1.300263347339199e-35]	wW3vPFfACc4GQzccQuxVsw
Mayotte	['Réunion', 'Guadeloupe', 'Mayotte', 'Martinique', 'Hauts-de-France']	[1.0, 1.3835158333645042e-13, 3.200373577291393e-18, 4.612701276950641e-20, 1.5158234752723562e-29]	zV7xRj4xVzBsQADuCG7CMw
Mayotte	['Martinique', 'Guadeloupe', 'Mayotte', 'Réunion', 'French Guiana']	[0.9999192953109741, 8.067361341090873e-05, 2.386671182951286e-14, 9.793481790118539e-18, 5.463415473514518e-29]	eGSy_IwlUmny3IuaLrqu7A
Mayotte	['Mayotte', 'Réunion', 'Martinique', 'Guadeloupe', 'French Guiana']	[0.4773460328578949, 0.4635075330734253, 0.059146370738744736, 9.926189585251198e-16, 9.636986993721264e-17]	HUKbBfEqkE7irT1bHGs6Rw
French Guiana	['French Guiana', 'Guadeloupe', 'Mayotte', 'Martinique', 'Réunion']	[1.0, 2.2926638365561303e-10, 6.765323024016112e-11, 4.3242524144782024e-11, 1.5330375783753944e-20]	ZibaXbpg7Gl_OW6DfMOyxA
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Réunion', 'Hauts-de-France']	[1.0, 1.5478418546877037e-10, 1.1231059485194983e-12, 2.534158712125905e-25, 1.2318995287121672e-37]	r3zE4HasTo3QkA9wla59TA
French Guiana	['French Guiana', 'Martinique', 'Guadeloupe', 'Réunion', 'Mayotte']	[0.9999949932098389, 5.043896180723095e-06, 2.5326185861230074e-18, 1.5050000368055005e-23, 1.307379163361816e-35]	yGmxRdYHhZ8rrRN0qTkkXw
French Guiana	['Martinique', 'French Guiana', 'Mayotte', 'Réunion', 'Guadeloupe']	[1.0, 9.247130838829776e-12, 2.4386085598765428e-12, 3.921725953964089e-14, 8.813324214877302e-17]	5xmGi5ESqqNnQbRkYhPReQ
French Guiana	['Martinique', 'Guadeloupe', 'Réunion', 'French Guiana', 'Mayotte']	[1.0, 6.45904218998794e-10, 2.5686702191453654e-18, 2.7243672092122382e-21, 7.128170058143401e-29]	4eVyfNLezFenrVtFhWq-iA
French Guiana	['Martinique', 'Réunion', 'French Guiana', 'Guadeloupe', 'Mayotte']	[0.9956663846969604, 0.004319481085985899, 1.406582578056259e-05, 3.979626905792344e-10, 4.526631599406721e-21]	fBhlvPAQhsuLByExzrZBXg
French Guiana	['Martinique', 'Guadeloupe', 'French Guiana', 'Réunion', 'Mayotte']	[0.7013285756111145, 0.27977919578552246, 0.018718313425779343, 0.0001739486906444654, 1.120319765776645e-12]	2dcA_6Kt7T-Qz2hljuNTuA
French Guiana	['Martinique', 'Guadeloupe', 'Réunion', 'Grand Est', 'French Guiana']	[0.8957679271697998, 0.10423202067613602, 1.532778115857173e-14, 1.0066664705597403e-15, 9.87590785661761e-17]	c84nkm0oAkeZk-4v6mOevA
French Guiana	['Martinique', 'Guadeloupe', 'Réunion', 'French Guiana', 'Hauts-de-France']	[1.0, 5.014263743802205e-13, 2.163146137828757e-24, 1.629310540304358e-27, 1.375654702427673e-41]	2c99YzsZ4CSSpMBIUWKTMA
French Guiana	['Guadeloupe', 'Martinique', 'French Guiana', 'Grand Est', 'Réunion']	[0.999790370464325, 0.00020967828459106386, 2.1971177655011331e-10, 4.34769061030682e-11, 1.524108627762907e-15]	hdjstSIiUXWk-ARGZIo8mg
French Guiana	['Réunion', 'Martinique', 'French Guiana', 'Guadeloupe', 'Mayotte']	[0.9996480941772461, 0.00030473893275484443, 4.7177443775581196e-05, 2.742640958786069e-08, 2.056363934613116e-21]	yyFYp9vCUaolRgRpQvYuuA
French Guiana	['Guadeloupe', 'Martinique', 'Mayotte', 'French Guiana', 'Réunion']	[0.9980408549308777, 0.0019591639284044504, 9.573382363269652e-16, 7.373868483379463e-17, 5.011077687075228e-17]	IBqDvmSTHGpPSZiI_XXmOQ
French Guiana	['French Guiana', 'Mayotte', 'Martinique', 'Guadeloupe', 'Centre-Loire Valley']	[1.0, 4.481982036860442e-29, 5.605193857299268e-45, 5.605193857299268e-45, 0.0]	6jXxYRaHYiOGRbX_ce3WJg
French Guiana	['Martinique', 'Guadeloupe', 'French Guiana', 'Réunion', 'Mayotte']	[1.0, 1.8516062472001425e-17, 2.997158490924834e-21, 3.304683547088625e-27, 3.123129939379293e-40]	eGeFwWZ16i99oKKYUuAoHA
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Réunion', 'Mayotte']	[0.9999468326568604, 5.319019692251459e-05, 2.6279116124864638e-17, 9.232123606570263e-26, 2.978558511071746e-28]	hhGEoGC9F5qKoVuoz_mfFA
French Guiana	['Guadeloupe', 'Martinique', 'French Guiana', 'Réunion', 'Mayotte']	[0.9543994665145874, 0.04558359086513519, 8.68448205437744e-06, 8.232093932747375e-06, 1.55202740280467e-18]	cueg-bqvQ7BKYA8BdUH8kQ
French Guiana	['Martinique', 'Guadeloupe', 'Réunion', 'French Guiana', 'Mayotte']	[1.0, 5.453482998518666e-08, 4.17827952554623e-18, 3.71034593456682e-18, 6.89210411112751e-33]	nA22SSiqj7rToMCZuKHIAg
French Guiana	['Réunion', 'Guadeloupe', 'Martinique', 'Mayotte', 'French Guiana']	[0.9999984502792358, 1.5200602092590998e-06, 2.4927637731764207e-10, 8.804852944486812e-22, 5.311320452802847e-22]	5ZawCra9TTg0Fowe0F09IA
French Guiana	['French Guiana', 'New Aquitaine', 'Centre-Loire Valley', 'Ile-de-France', 'Normandy']	[1.0, 0.0, 0.0, 0.0, 0.0]	CyZMgDgM7f4aaVYFQntDeA
French Guiana	['Martinique', 'French Guiana', 'Mayotte', 'Réunion', 'Guadeloupe']	[1.0, 2.209900231558981e-12, 2.7753246275023964e-14, 1.7627102915870364e-15, 2.4175385309676394e-18]	smC-eRPnYJ8ZkdaFuv_Mbg
French Guiana	['French Guiana', 'Martinique', 'Guadeloupe', 'Réunion', 'Hauts-de-France']	[0.9998397827148438, 0.00015995169815141708, 2.371615579477293e-07, 6.882416393962272e-16, 3.052683943512565e-28]	5pC54uTlDdIPmdEvzrCBEA
French Guiana	['Réunion', 'Mayotte', 'Martinique', 'Guadeloupe', 'French Guiana']	[0.9997555613517761, 0.000244450377067551, 7.230226195531486e-09, 1.82972430609607e-12, 2.2522855876036837e-17]	dBBnt-qm2Vw3jxLuzfXVdA
French Guiana	['French Guiana', 'Mayotte', 'Martinique', 'Guadeloupe', 'Réunion']	[1.0, 7.023286032609155e-13, 4.093576561693045e-17, 5.641740286574541e-18, 3.1113761867149296e-26]	zT_GzBdMmwyOohzhSUdldg
French Guiana	['Mayotte', 'French Guiana', 'Réunion', 'Martinique', 'Guadeloupe']	[0.9999947547912598, 5.25988798472099e-06, 1.7752723026319955e-23, 4.5487292586473325e-25, 1.7992504126114932e-38]	IX4aemuPxc2c9POfr-crQQ
French Guiana	['Martinique', 'Guadeloupe', 'French Guiana', 'Grand Est', 'Réunion']	[0.9996272325515747, 0.0003726945142261684, 1.15558259186269e-15, 4.0410589473201145e-18, 1.7653000005246766e-18]	EbjjlpoT5qkMkQJHUblBDg
French Guiana	['Martinique', 'Guadeloupe', 'French Guiana', 'New Aquitaine', 'Hauts-de-France']	[0.9999997615814209, 2.6535914798841986e-07, 3.005606627839476e-14, 1.672571162922602e-15, 2.6202375697230647e-21]	o9yZNFGn-2Cvt-iDyrhk7g
French Guiana	['Hauts-de-France', 'French Guiana', 'Grand Est', 'Martinique', 'New Aquitaine']	[0.9989169836044312, 0.001023771008476615, 5.924247670918703e-05, 4.889370700845996e-13, 5.708794541421907e-15]	iy7Vo_l3p5tFljEiY75I4A
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Hauts-de-France', 'Mayotte']	[0.9993863105773926, 0.0006137216696515679, 3.2284946658217356e-16, 2.696455975304701e-18, 2.9700146075915204e-21]	-NcKbyubAp_UiGVqMQ5n1w
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Réunion', 'Mayotte']	[1.0, 3.419176941577007e-09, 1.1360213880706738e-09, 5.685547518896605e-13, 1.1228188909147085e-27]	4RMIIBU7VNV_c4g2sqdV6g
French Guiana	['French Guiana', 'Mayotte', 'Réunion', 'Martinique', 'Guadeloupe']	[1.0, 2.4105061753213793e-23, 2.2510327368489773e-24, 3.3380196225704195e-26, 1.9266241443310575e-30]	VEFRYoYrB5TisnNlEa5YGA
French Guiana	['French Guiana', 'Martinique', 'Hauts-de-France', 'Réunion', 'New Aquitaine']	[1.0, 2.0031570843378614e-16, 4.84822054827844e-18, 6.405512180200186e-22, 3.399658548833644e-22]	7uOqwD-552aGvbR8Kq6GRQ
French Guiana	['Martinique', 'Guadeloupe', 'Réunion', 'French Guiana', 'Mayotte']	[1.0, 9.27869172616045e-18, 9.855999183844958e-26, 3.2139095125493136e-30, 1.4345341249900416e-37]	YeGJ8lkrF72T5dK7oGcySA
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Réunion', 'Mayotte']	[0.9999988079071045, 1.1843666243294138e-06, 8.656196419376538e-13, 3.827624849170918e-25, 3.936798289378448e-30]	wwyaQhfGAMge0j6UvCG8BA
French Guiana	['French Guiana', 'Martinique', 'Guadeloupe', 'Réunion', 'Mayotte']	[0.9856482744216919, 0.014351698569953442, 8.512231365691192e-23, 3.0229378657731686e-24, 2.9118460850611605e-25]	ihzGhGgGh4cEHpf_uei5rQ
French Guiana	['Réunion', 'Martinique', 'Guadeloupe', 'French Guiana', 'Mayotte']	[1.0, 2.6620715180836196e-12, 3.252802215948647e-13, 2.483098525397459e-16, 1.0052578746207911e-17]	sMBupqvq0YJuJa2KIl_W1Q
French Guiana	['Martinique', 'Guadeloupe', 'Réunion', 'French Guiana', 'Mayotte']	[1.0, 2.6832602806337036e-10, 1.132259201188076e-21, 7.980413356352796e-26, 7.010351833906467e-37]	bOehIG25MeDnWwaUTqMzAw
French Guiana	['French Guiana', 'Martinique', 'Grand Est', 'Hauts-de-France', 'Réunion']	[0.9999971389770508, 2.494782393114292e-06, 3.47616918361382e-07, 4.6071741977016245e-09, 8.672074424667317e-14]	e3yjxwswOQT0IrwiKLCB7A
French Guiana	['French Guiana', 'Mayotte', 'Martinique', 'Réunion', 'Guadeloupe']	[0.9998824596405029, 0.00011615995754254982, 1.321868921877467e-06, 4.6011478204453836e-17, 2.9960224740289e-25]	5qwZUtG3-mi1gOhYtbQcHg
French Guiana	['French Guiana', 'Mayotte', 'Guadeloupe', 'Martinique', 'Réunion']	[1.0, 7.631405687228238e-23, 2.411721425503921e-37, 3.3307463198536577e-40, 8.772128386673355e-43]	9bY01qPcJpEGPrg2EH7iTQ
French Guiana	['Martinique', 'Guadeloupe', 'French Guiana', 'Réunion', 'Mayotte']	[1.0, 1.2812146309160166e-11, 6.964257908466064e-17, 1.79591031023069e-19, 4.4706912133198665e-23]	3wA5kGWBBvm_URwDvXrm7A
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Réunion', 'Mayotte']	[0.9925421476364136, 0.007303646299988031, 0.00015422806609421968, 5.949406939320667e-11, 5.298403505056952e-17]	iC83LUXaQRGIVVy4V5ckHw
French Guiana	['Réunion', 'Martinique', 'Guadeloupe', 'Hauts-de-France', 'French Guiana']	[1.0, 3.3949620892315124e-10, 2.62167786565293e-21, 1.9631930750886259e-22, 4.973634578991932e-26]	AKWsFgLSRTtklGqMfeSkzQ
French Guiana	['French Guiana', 'Grand Est', 'Martinique', 'Hauts-de-France', 'Guadeloupe']	[1.0, 9.185254987165159e-12, 1.8948544447915106e-13, 8.688580746292875e-16, 1.7555759713003299e-16]	vfPErVH77qj99uPa7KXAHg
French Guiana	['Martinique', 'French Guiana', 'Guadeloupe', 'Réunion', 'Mayotte']	[0.9553191661834717, 0.044680871069431305, 1.4291175354230745e-08, 8.301832935290673e-14, 1.7259192143372113e-21]	6IdX9c6EX_ZuYUl4meCN7w
French Guiana	['Martinique', 'Guadeloupe', 'French Guiana', 'Mayotte', 'Réunion']	[0.9999840259552002, 1.5953164620441385e-05, 1.6243438343520322e-13, 2.0071837416571267e-19, 1.4659590542263184e-24]	hVb2AI6Bxh2yh9XViOzXwg
