Gold	Predictions	Probabilities
Lithuania	['eastern europe', 'baltic', 'central asia', 'europe', 'northern europe']	[0.998744010925293, 0.0012559718452394009, 3.007088392866689e-17, 2.0958499746867673e-20, 3.976939331975503e-26]	5n4MrMHtDvjAV0iwGlsn1Q
Lithuania	['baltic', 'eastern europe', 'western europe', 'northern europe', 'europe']	[1.0, 3.270298962188001e-11, 3.0250132368632443e-13, 1.6219920643146396e-13, 1.5959895708200258e-17]	reT1s3BQqcj-AGtwpxhN-A
Lithuania	['baltic', 'eastern europe', 'western europe', 'europe', 'northern europe']	[0.9997807145118713, 0.00021924312750343233, 3.27922849829092e-16, 1.071029354317822e-16, 2.718860924752827e-20]	agt_ubxm2srYv-0cZ2XC_f
New Zealand	['south america', 'oceania', 'latin america', 'southern europe', 'east africa']	[0.6682513356208801, 0.3317486345767975, 1.442523100969595e-09, 3.738290493132679e-12, 6.579294536479888e-14]	btzT3SBTnbQOFQnepbKwHi
New Zealand	['oceania', 'caribbean', 'asia', 'south america', 'far east asia']	[1.0, 3.3015517382392775e-31, 2.644392973230581e-32, 1.3659444557936605e-33, 1.0956334858984846e-35]	5Vx_WVf187qAORNfT70PAD
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'south east asia']	[1.0, 3.866923203536885e-22, 2.7464536833233526e-31, 3.6285168804731987e-34, 1.999892846761847e-35]	5ZBVBAhqmH4uO3xIMcklQd
New Zealand	['oceania', 'asia', 'polynesia', 'south east asia', 'northern europe']	[1.0, 2.894214943285962e-37, 1.2303967762390253e-37, 2.350818303751313e-40, 4.858301775814141e-42]	9PPXmD_t1ZaL7RbAPn0PDV
New Zealand	['oceania', 'asia', 'polynesia', 'northern europe', 'far east asia']	[1.0, 2.0688907461478005e-30, 6.070743008790586e-32, 1.0212183403405082e-37, 2.8536742576742737e-40]	5ZJhLMUKu6GEe79vjbUiAFt
New Zealand	['oceania', 'southern africa', 'polynesia', 'caribbean', 'south america']	[1.0, 6.39654743865551e-23, 2.530749797635412e-24, 2.8165710471582632e-27, 1.749794472713132e-29]	Dl6x9Lqh4UJbTC51F_vC2ar
New Zealand	['oceania', 'asia', 'polynesia', 'western europe', 'south east asia']	[1.0, 3.326832897007045e-26, 3.037261472074251e-26, 2.1727751816531326e-29, 8.935575414950785e-30]	EhLtDUoh9VefTc-5o0VSxg
New Zealand	['oceania', 'asia', 'caribbean', 'south america', 'latin america']	[1.0, 8.670556534260582e-34, 4.924909695718892e-39, 2.0392816291626198e-40, 9.991258050635946e-43]	C0qWRtln6UGdKzT70gbG3w
New Zealand	['oceania', 'asia', 'south east asia', 'southern europe', 'caribbean']	[1.0, 3.1129496402948363e-22, 2.8645946881005423e-27, 7.026253607068351e-30, 5.0964672888940335e-30]	U4lcQHcWyeFrDQfFlxAFpc2
New Zealand	['north america', 'latin america', 'sub-saharan africa', 'central asia', 'west africa']	[0.9999605417251587, 3.94161106669344e-05, 6.085715043013806e-09, 1.533066867898114e-10, 1.192551751794113e-10]	sarbSQvCu8haiEKlk7Xw3g
New Zealand	['oceania', 'polynesia', 'south america', 'latin america', 'asia']	[1.0, 2.493923697453236e-21, 5.225827999298318e-24, 4.223172260741593e-29, 2.4162489153927637e-32]	nAkW4Td7tY24Zu8hSkQsZkT
New Zealand	['oceania', 'asia', 'eastern europe', 'caribbean', 'north america']	[1.0, 6.1344557576943136e-33, 2.1250915419240143e-37, 3.4051552683093055e-43, 4.203895392974451e-44]	cAX7XR8-nb8JmUK916Yp3A
New Zealand	['oceania', 'central asia', 'western europe', 'north america', 'asia']	[0.9999995231628418, 4.4802860088566376e-07, 1.8119471087588807e-22, 5.4767851636326576e-24, 1.2376111364736787e-24]	IAYPO3-DyXNvItvhlw43Cw
New Zealand	['oceania', 'asia', 'south east asia', 'east asia', 'western asia']	[1.0, 3.0136650843217656e-30, 3.923635700109488e-43, 1.401298464324817e-45, 0.0]	YK4thw6d6sp7pIs8kjd00Q
New Zealand	['oceania', 'southern africa', 'asia', 'far east asia', 'east asia']	[1.0, 8.848264023209997e-23, 2.9412908113866005e-25, 8.132264463303646e-32, 7.536073711970546e-33]	E79gy9xfjVsWK6ijwD0QUla
New Zealand	['oceania', 'asia', 'south east asia', 'far east asia', 'polynesia']	[1.0, 3.3900613847206e-30, 1.6818734546212073e-31, 3.2819734684033095e-32, 6.596189571355324e-33]	rHnf2NDzvsVo4rQlHP8Nic
New Zealand	['oceania', 'asia', 'south east asia', 'east asia', 'south asia']	[1.0, 1.6628054818456907e-16, 9.234880162715348e-31, 6.677078864118458e-32, 1.2647194230019878e-33]	rVoVHsgpxTcCyfGsxIxmfw
New Zealand	['oceania', 'asia', 'polynesia', 'east asia', 'south east asia']	[1.0, 1.3838165354874432e-28, 7.712331091812785e-29, 2.1012172455603627e-35, 1.2968156419232803e-35]	-VWDxkHZIW5myAgrrxNEJd
New Zealand	['oceania', 'asia', 'south america', 'latin america', 'polynesia']	[0.8066785931587219, 0.19328849017620087, 3.2872892916202545e-05, 2.68216872323368e-12, 2.5490542836237307e-12]	eKe_yAHFVf5rNiExXBmmIg
New Zealand	['oceania', 'polynesia', 'asia', 'south east asia', 'southern europe']	[1.0, 6.0083737029930536e-33, 6.304048552120268e-34, 2.224374939419892e-39, 2.0178697886277366e-43]	zm0eMSeUm9a4tBtLTS6FIQ
New Zealand	['oceania', 'polynesia', 'southern africa', 'east africa', 'caribbean']	[1.0, 2.256222491690584e-19, 2.034521116148379e-26, 9.95612758831887e-28, 2.9733429009416672e-31]	0SofZnupWWTDKf63DrFTa2
New Zealand	['oceania', 'asia', 'polynesia', 'south east asia', 'far east asia']	[1.0, 5.897429297199698e-31, 2.816187652246618e-32, 4.74918819515405e-34, 1.1378539942993446e-35]	gKSmDEHT7d3VCjumzyvsmbj
New Zealand	['oceania', 'asia', 'south asia', 'polynesia', 'south east asia']	[1.0, 1.733827084073031e-30, 6.893082434309349e-39, 3.194680238967718e-41, 1.1350517561031018e-43]	AG0W5kNGNxcAWFillNK-fA
New Zealand	['oceania', 'asia', 'southern africa', 'polynesia', 'far east asia']	[1.0, 4.37220090039421e-28, 1.0724189413105472e-28, 1.0262401403865165e-30, 6.668548595488128e-33]	Z4HR6_MYq96li0jDEUe3Rye
New Zealand	['oceania', 'asia', 'polynesia', 'northern europe', 'far east asia']	[1.0, 2.7047350150422e-35, 3.3560674467923757e-37, 5.5375629895155596e-39, 1.18746031866885e-41]	xPoIFObBcV8SVKlNs_iIamE
New Zealand	['oceania', 'polynesia', 'asia', 'east africa', 'south east asia']	[1.0, 3.471415077196919e-26, 1.1121462255725052e-32, 7.328695680123219e-39, 2.136517729602119e-39]	bw3gVpTlBBCUXSzCdW7Pat
New Zealand	['oceania', 'far east asia', 'asia', 'east asia', 'south east asia']	[0.9900416731834412, 0.00995440874248743, 3.910275154339615e-06, 8.698740394663673e-09, 5.372034358626094e-16]	f9NHZjJFatR1r6Wvj5CF4ZC
New Zealand	['oceania', 'asia', 'eastern europe', 'western europe', 'north america']	[1.0, 9.474171070028688e-38, 6.583272159428704e-40, 1.942620061093494e-41, 1.352953667305611e-41]	rJ1SeC7GeI8ouEJooHg3Iw
New Zealand	['oceania', 'asia', 'polynesia', 'far east asia', 'western asia']	[1.0, 2.6789043132036825e-40, 1.2782504461724549e-40, 3.923635700109488e-44, 0.0]	m2tiGCYk3Z7B2MtDCYT3ZN
New Zealand	['oceania', 'asia', 'east asia', 'middle east', 'south east asia']	[1.0, 4.064551816231341e-34, 1.0389787333889924e-40, 2.121565874987773e-42, 9.178504941327552e-43]	wuYImGPscnD6U_jmIrp5Pb
New Zealand	['oceania', 'asia', 'polynesia', 'caribbean', 'south east asia']	[1.0, 1.6972959992787132e-32, 9.929754500517344e-38, 1.7719054743786587e-38, 5.311341569330354e-41]	0vcrUlLuNoj3QOMIXQLY9g
New Zealand	['oceania', 'asia', 'far east asia', 'south east asia', 'polynesia']	[1.0, 5.058316331977079e-28, 8.74968123367898e-31, 5.1821955276622145e-31, 2.7298016744306422e-33]	6hCkjLDtQtFIWVrPJlPlP_
New Zealand	['oceania', 'southern africa', 'polynesia', 'asia', 'africa']	[1.0, 1.5402707321393594e-13, 2.019372791207999e-27, 1.700171088155203e-27, 5.685328343944107e-29]	XeX-mTqEKOprSI4Tl0W_A0
New Zealand	['oceania', 'polynesia', 'asia', 'east asia', 'far east asia']	[1.0, 1.1653119742526399e-29, 6.640747786749196e-34, 2.960243005886176e-41, 1.0984778661842241e-41]	eL5TM9x2-OWD5s5ax7gJ06c
New Zealand	['oceania', 'asia', 'south asia', 'western europe', 'eastern europe']	[1.0, 4.321403704627859e-24, 7.239461612728417e-35, 2.065928021232027e-35, 2.62966929929606e-37]	lHIlVrrfmePkHTbtdtLIfA
New Zealand	['oceania', 'southern africa', 'polynesia', 'balkan', 'far east asia']	[1.0, 5.303339250413026e-19, 3.506600370164847e-21, 3.6420856024276476e-23, 6.498291404995114e-24]	3sjTp-PS6bMt_bOa9qEaPG
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'northern europe']	[1.0, 8.266677526236839e-29, 1.9493410898782125e-31, 3.83519381252046e-36, 6.639901432968999e-37]	g_nuiSbqkATU9-qtK9tzsS
New Zealand	['oceania', 'asia', 'africa', 'polynesia', 'far east asia']	[1.0, 2.0698729188972642e-12, 1.3917132999285214e-23, 7.722170956788151e-27, 2.890720698168133e-27]	Vq1p8UIDnHGaeHxZcTQAzzc
New Zealand	['oceania', 'polynesia', 'asia', 'northern europe', 'south east asia']	[1.0, 1.3185588970122783e-29, 4.604521467146568e-37, 1.0507524430862495e-39, 3.924280297403077e-40]	lPzrNdCFDt4HzaEXt4n7p7H
New Zealand	['oceania', 'polynesia', 'far east asia', 'micronesia', 'asia']	[1.0, 5.8534418058246965e-28, 5.722404300932884e-29, 1.2285631999766009e-29, 1.039878625512836e-31]	BG6sXt2odOpfO8fS-5MZB9
New Zealand	['oceania', 'polynesia', 'asia', 'eastern europe', 'south east asia']	[1.0, 5.030029567178842e-21, 1.7858644322325205e-30, 2.6310796180867556e-33, 6.361467777738091e-35]	HgUAFnaCL8h_sfTZtQJUMYz
New Zealand	['oceania', 'north america', 'asia', 'south east asia', 'east asia']	[1.0, 4.738670220589616e-28, 8.396301653396647e-32, 1.4587118067311669e-34, 2.4215302905464406e-37]	9sziQ9Si9GMKm0Bdg2n9Rg
New Zealand	['oceania', 'asia', 'polynesia', 'south east asia', 'east asia']	[1.0, 3.758842139173141e-32, 4.639299677161321e-33, 5.707096281624969e-40, 1.401298464324817e-45]	WQpTWk-FdLj4eRVGk3fW8Q
New Zealand	['oceania', 'polynesia', 'asia', 'southern europe', 'southern africa']	[1.0, 4.343437332277046e-30, 8.978591218251888e-38, 1.144241471432144e-39, 1.0809350107093417e-39]	n7UW_dz_mtOfN32-7WzahQI
New Zealand	['oceania', 'asia', 'polynesia', 'far east asia', 'southern europe']	[1.0, 1.4187803482096665e-20, 3.202851696097501e-26, 9.319692867802431e-27, 6.30401937558641e-28]	felQvUpBDYqgWnFpThyLTkE
New Zealand	['oceania', 'eastern europe', 'asia', 'western europe', 'north america']	[1.0, 5.822912285843975e-34, 2.7249830200294844e-34, 1.009064324966266e-34, 2.152490868473885e-35]	aDDbQFiz5Da3KXWOALjSqA
New Zealand	['oceania', 'polynesia', 'asia', 'east asia', 'far east asia']	[1.0, 6.964266524553808e-22, 1.0428998278669352e-27, 9.892335257681684e-36, 4.073147116446359e-36]	CyMEGv1VOrzKDEXZ2kPNTYU
New Zealand	['oceania', 'polynesia', 'eastern europe', 'asia', 'northern europe']	[1.0, 1.51342111939567e-20, 2.1051548785260353e-29, 1.0698471486904397e-31, 4.90010904241891e-35]	w9cxDQ49AzbIdX40d_8MnlY
New Zealand	['greenland', 'oceania', 'north america', 'polynesia', 'southern africa']	[0.9999998807907104, 6.665046470288871e-08, 2.5388924740354923e-08, 1.166701457666619e-11, 1.2257642817425918e-13]	dtQzUk0eRHvcMGxeXJU97g
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'northern europe']	[1.0, 9.827668915832988e-23, 5.146184493323644e-31, 9.855207802404783e-34, 1.266291818887768e-35]	kxkwZwF695yQqU4kCE2R-W
New Zealand	['oceania', 'polynesia', 'asia', 'western asia', 'south east asia']	[1.0, 3.671401976531021e-42, 6.992479336980837e-43, 0.0, 0.0]	iMNAjq-GmbStFUuAQMh9An
New Zealand	['central america', 'oceania', 'latin america', 'southern africa', 'south america']	[0.9999998807907104, 7.208612373688084e-08, 4.385904694981235e-10, 1.0981202058779616e-10, 1.1492484481429033e-12]	vs0IyfbWn2awlWAphMPZ672
New Zealand	['oceania', 'asia', 'polynesia', 'far east asia', 'east asia']	[1.0, 2.009576469352819e-33, 5.747895886835469e-35, 1.7082888782797321e-37, 1.2048364196264777e-41]	8R8810YRkb6bwp3bNnH-8gB
New Zealand	['oceania', 'asia', 'polynesia', 'far east asia', 'east asia']	[1.0, 6.100272014630417e-32, 7.326163791637102e-36, 2.5486255949754043e-40, 2.2883764441809993e-40]	495685hnpThC6JHxsR8bCjc
New Zealand	['oceania', 'northern europe', 'western europe', 'europe', 'eastern europe']	[1.0, 5.027013910528658e-15, 2.5677827089420164e-15, 2.4102854520400984e-23, 7.378825047150954e-24]	sH__ibCFUkGzlPe8xOQU1g
New Zealand	['oceania', 'asia', 'polynesia', 'northern europe', 'far east asia']	[1.0, 1.9672721969349555e-36, 1.9057984216061236e-38, 4.904965014676157e-41, 1.2317413501415142e-42]	DOsismi8sn0H1z6RF6suR3a
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'east asia']	[1.0, 7.101416002320946e-27, 4.6859770971637964e-38, 2.581191771286313e-41, 2.45227231256843e-43]	DZXrAXC_DuymoU8M4dUQw8
New Zealand	['oceania', 'polynesia', 'south america', 'latin america', 'central america']	[1.0, 1.6515726867645758e-15, 4.890535786346676e-25, 5.2496967609228165e-27, 3.92760972275276e-29]	7LrRluOONdvNAY6dJpFaLsy
New Zealand	['oceania', 'polynesia', 'asia', 'south east asia', 'east asia']	[1.0, 3.4773843568738496e-38, 3.864603199702876e-39, 2.126932848106137e-40, 8.867416682247442e-42]	V6zaP-KeVi0n6JQXI6EdtC
New Zealand	['oceania', 'northern europe', 'south east asia', 'western europe', 'asia']	[1.0, 6.749845796545941e-29, 4.690104616472257e-32, 4.134458134666956e-32, 2.7791436008193847e-33]	8-HQX6B_af4C7ZL576UCiA
New Zealand	['oceania', 'asia', 'caribbean', 'polynesia', 'east asia']	[1.0, 2.440535657238309e-34, 3.934405707921416e-35, 1.9174366257418805e-38, 3.546142709401954e-39]	Zth_UdikwSiHyTXrBHf5UR
New Zealand	['oceania', 'asia', 'polynesia', 'south east asia', 'far east asia']	[1.0, 7.6608922865688245e-31, 4.72911016389483e-31, 9.939812630772775e-35, 8.24193014016906e-36]	cb7D3I6R1bWqpoDONA33chS
New Zealand	['oceania', 'asia', 'northern europe', 'south east asia', 'western asia']	[1.0, 2.1460885981134573e-41, 1.6058880401162404e-42, 0.0, 0.0]	8vWlGX_j_P10cvbjDGC0aC5
New Zealand	['oceania', 'caribbean', 'micronesia', 'polynesia', 'asia']	[1.0, 2.888109753461126e-26, 3.3800456141244357e-35, 4.2789671556037246e-39, 3.157125440123813e-42]	mYiTQodYEb-rnSlgBHAFo4m
New Zealand	['oceania', 'asia', 'far east asia', 'south east asia', 'polynesia']	[1.0, 1.5352166290140346e-25, 2.1323041712842654e-28, 7.115021975154312e-29, 3.510976307149007e-29]	nH4FnzccfCSpF7R5QNvdMu
New Zealand	['oceania', 'polynesia', 'asia', 'northern europe', 'south east asia']	[1.0, 1.6520512956861857e-38, 9.133523260622725e-39, 2.4077670733414737e-40, 8.882830965355015e-42]	nwrxbYuVlC3_4rvhHzDAMO
New Zealand	['oceania', 'asia', 'europe', 'western europe', 'north america']	[1.0, 1.2228069640078559e-30, 9.590340603097507e-32, 4.6586410936099705e-36, 2.3443354710606134e-36]	nFUfGFCwlCKManAPYu0Tjw
New Zealand	['southern africa', 'oceania', 'east africa', 'south america', 'africa']	[0.9999996423721313, 3.925824785255827e-07, 1.4536534642672905e-08, 4.7828588312093245e-11, 2.4901470571284763e-15]	qs0vkyNJIGUeeLZLADrItN
New Zealand	['oceania', 'asia', 'far east asia', 'east asia', 'polynesia']	[1.0, 5.296253932601597e-30, 5.252027062616598e-32, 2.3320744465268675e-33, 3.7308795943501506e-35]	2D_ce1kaytxVAMeP65VwctQ
New Zealand	['oceania', 'asia', 'northern europe', 'far east asia', 'east asia']	[1.0, 2.7413459252701596e-31, 6.767659943935158e-37, 3.0797006731651838e-37, 7.760987848576639e-39]	hw1K4POyuD5vLBsK8jvEeZf
New Zealand	['oceania', 'micronesia', 'caribbean', 'polynesia', 'asia']	[1.0, 3.0828566215145976e-44, 2.802596928649634e-44, 5.605193857299268e-45, 2.802596928649634e-45]	9yMHL47g0UEmzdNWoC3jUZP
New Zealand	['oceania', 'south america', 'polynesia', 'southern africa', 'eastern europe']	[1.0, 9.891640486536619e-24, 2.583968928499585e-28, 1.103308450206088e-28, 7.734984541857086e-30]	06nn9nL63PUk2-GLf0elXfY
New Zealand	['oceania', 'polynesia', 'asia', 'east asia', 'far east asia']	[1.0, 4.343039733067824e-30, 2.3795701456423297e-39, 3.077391557503731e-41, 2.1495918442742694e-42]	5hv-Z3jB2-AOLzbn6vJkor
New Zealand	['oceania', 'asia', 'polynesia', 'south east asia', 'northern europe']	[1.0, 3.039640018256716e-32, 1.9052371295825357e-32, 3.009385383427542e-34, 7.660693778576352e-37]	YL_WqhvW8jt5mF71NKXv4m
New Zealand	['oceania', 'polynesia', 'balkan', 'asia', 'far east asia']	[1.0, 1.1369606566829315e-19, 4.762544090550699e-25, 3.4040639203721377e-26, 3.5849134799377623e-28]	jE3_5r2kMQte44AK3Tgacx
New Zealand	['oceania', 'southern africa', 'asia', 'africa', 'northern europe']	[1.0, 4.3081530003010976e-32, 8.200908371978988e-36, 3.1832357783576386e-37, 6.270530368160691e-41]	mO0fspf0tmWUCzambaZcSm
New Zealand	['oceania', 'asia', 'east asia', 'south asia', 'polynesia']	[1.0, 6.280121915622258e-33, 1.8216880036222622e-44, 8.407790785948902e-45, 1.401298464324817e-45]	8VbBG9s7Wzw-EpkTslHSsQ
New Zealand	['oceania', 'asia', 'south east asia', 'east asia', 'western asia']	[1.0, 3.3448381807848658e-34, 2.8709906072653826e-37, 5.465064010866787e-44, 0.0]	dvW3r0_xb_3NFWGtzxQ3yA
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'east asia']	[1.0, 8.147152320809945e-36, 2.8975731270297473e-37, 2.956739759725364e-43, 1.401298464324817e-45]	mkmDJk8qZNALBWfSFUUXMa
New Zealand	['oceania', 'asia', 'south east asia', 'east asia', 'north america']	[1.0, 2.1516928691462762e-29, 1.1854720478911129e-34, 1.4799757454820228e-36, 6.5880282785205e-37]	SedIBIkk-kmRlnNYMKdhPg
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'east asia']	[1.0, 2.4757601859391598e-30, 7.993368050810485e-32, 2.1191728776002456e-38, 1.0037528925927951e-39]	6sBs0LtuqOaivv8blBG9bre
New Zealand	['oceania', 'polynesia', 'asia', 'far east asia', 'east asia']	[1.0, 3.879521621838022e-32, 1.0224501377425883e-37, 6.165713243029195e-44, 2.802596928649634e-45]	yxZMeZcrX_m94pRSp1ImJHJ
New Zealand	['oceania', 'polynesia', 'eastern europe', 'asia', 'caribbean']	[1.0, 5.874756794742959e-29, 4.032516590787526e-41, 4.9143537143871335e-42, 4.718171929381659e-42]	ctt-MobDxQo28JhjOYMHNtj
New Zealand	['oceania', 'northern europe', 'western europe', 'polynesia', 'southern europe']	[1.0, 5.42619065662313e-32, 1.0807948361469147e-32, 6.441661976814355e-35, 3.463246096147891e-38]	7y1GMaKMPcm6HXNDlnQRgW
New Zealand	['oceania', 'polynesia', 'southern europe', 'northern europe', 'western europe']	[1.0, 3.4720877131344927e-20, 2.7083010746017364e-32, 1.2830380216121776e-35, 2.3573642733456215e-37]	D5_aRGeUA_cH1fyNWKoawQ
New Zealand	['oceania', 'northern europe', 'asia', 'polynesia', 'far east asia']	[1.0, 5.121692427174544e-28, 3.336983282074757e-29, 3.495284021802818e-31, 7.132484183536625e-32]	y7FBkjNlamKzaqEIR1v-ZM
New Zealand	['oceania', 'polynesia', 'northern europe', 'asia', 'south america']	[1.0, 5.276813701067246e-30, 1.3745869826651258e-30, 2.239573231183807e-31, 2.0320619314096223e-34]	6TICFP-4GeV62NIvUwipKO
New Zealand	['oceania', 'asia', 'south america', 'eastern europe', 'north america']	[1.0, 9.462041455554127e-29, 6.595786964540167e-33, 9.788314159761025e-37, 1.0502518992747927e-38]	HT4gHgzYY3SbJSR5mujI7g
New Zealand	['oceania', 'east africa', 'polynesia', 'southern africa', 'caribbean']	[1.0, 3.40199809087659e-27, 1.4585097561499918e-29, 1.4137317909034405e-31, 2.26411364471026e-32]	Zr_aHJ9zPpBbujT27f_Pye
New Zealand	['oceania', 'asia', 'south east asia', 'east asia', 'south asia']	[1.0, 3.324238214972859e-30, 5.322608143508178e-36, 3.995396194467562e-40, 3.0944873987684935e-41]	en_7AE2SMDLZO--0pJqvxg
New Zealand	['oceania', 'asia', 'south east asia', 'east asia', 'southern europe']	[1.0, 1.1628646514379567e-30, 6.374898719051197e-36, 4.25161829373519e-38, 2.962316367093991e-38]	VtrguVTTbFQgmkvCwm4dNV
New Zealand	['oceania', 'southern africa', 'northern europe', 'southern europe', 'south east asia']	[1.0, 2.9133507969270773e-18, 1.5258081490686517e-21, 1.0100718287590223e-22, 2.3261056709704664e-24]	aE6SqrEI9TPHQ12rCfgFKx
New Zealand	['oceania', 'polynesia', 'asia', 'east asia', 'far east asia']	[1.0, 1.0238009998704205e-21, 1.4517108623344403e-28, 6.940189245792457e-36, 5.235134115952878e-36]	Xqn2bKwIXtxFSwnwy1DsAE
New Zealand	['oceania', 'polynesia', 'southern europe', 'asia', 'northern europe']	[1.0, 2.264828903353258e-26, 8.048881030136824e-30, 1.3289902856032267e-31, 2.3800231182362978e-32]	e1OWxrZn57hCPQYc6H3Dbq
New Zealand	['oceania', 'southern africa', 'africa', 'sub-saharan africa', 'west africa']	[1.0, 4.404636970775774e-16, 7.81633992696101e-24, 1.109169461277706e-29, 5.8815229778421115e-31]	cP79oo-f9ZCf7AD9pRvmzq
New Zealand	['oceania', 'asia', 'east asia', 'south east asia', 'far east asia']	[1.0, 1.058783284585295e-39, 5.117541991714232e-42, 5.675258780515509e-43, 5.268882225861312e-43]	VNKB0wL-_FMjOSF3HsOJel7
New Zealand	['oceania', 'asia', 'caribbean', 'europe', 'east asia']	[1.0, 1.937983604912659e-22, 2.3303967193074613e-23, 5.447915884353723e-36, 1.6122693515357967e-36]	hIzV2NO4mrhZIP92uMu31A
New Zealand	['oceania', 'caribbean', 'southern africa', 'micronesia', 'africa']	[1.0, 1.475929621574945e-11, 3.7742874922255365e-17, 2.1292127337880415e-23, 7.675492866801518e-30]	njnqNkvw9Hw9xX8wKSwrGk
New Zealand	['oceania', 'asia', 'polynesia', 'east asia', 'south east asia']	[1.0, 2.1921044183089015e-31, 7.711005101808453e-37, 2.8855902314977358e-39, 3.7652889736407835e-42]	-rgxXrJwr3ymV9utzj6sgn
New Zealand	['oceania', 'south east asia', 'asia', 'far east asia', 'east asia']	[0.9849897623062134, 0.015010234899818897, 7.779311084199492e-10, 4.175741139856876e-15, 4.342700235387313e-21]	zDy7y2i9F3VDSA3mTGvtSA
Tanzania	['central asia', 'south east asia', 'caribbean', 'southern africa', 'north africa']	[0.9996015429496765, 0.00038296933053061366, 1.5203795555862598e-05, 3.1644154319110385e-07, 2.51675658091699e-09]	h2ncxTFQAijJrrQUBoeLLQ
Tanzania	['caribbean', 'east africa', 'sub-saharan africa', 'southern africa', 'africa']	[1.0, 3.8202047081270507e-10, 8.946438089516275e-19, 3.2955322798631284e-19, 3.974105242480059e-21]	We1XP_CiH3uvlyZ3JkCrFA
Tanzania	['caribbean', 'central america', 'sub-saharan africa', 'africa', 'oceania']	[1.0, 6.060571559581354e-14, 4.5639732302878783e-20, 8.930130417610248e-21, 5.345803140691868e-22]	hZFChm4UxNnNIAPliiaKLA
Tanzania	['east africa', 'sub-saharan africa', 'caribbean', 'africa', 'southern africa']	[1.0, 1.8775284874993775e-13, 1.4241265230887507e-13, 2.54647004708803e-14, 1.2604184229316307e-18]	Hj-jvn9ONl2CFCe0beMHbw
Tanzania	['caribbean', 'east africa', 'central america', 'south east asia', 'southern africa']	[0.9994052648544312, 0.0005947054596617818, 1.8338157659059107e-09, 1.2058838649853243e-10, 2.16879969759914e-15]	7d3o-V5vOchIb1Y-dwgwZg
Tanzania	['caribbean', 'oceania', 'micronesia', 'east africa', 'south east asia']	[0.9955828785896301, 0.003984791226685047, 0.0003593165602069348, 7.300404104171321e-05, 1.9062643824563352e-11]	yHJvMVIq4K4mkW_AxGaW5A
Tanzania	['south east asia', 'caribbean', 'micronesia', 'west africa', 'far east asia']	[0.9997938275337219, 0.00020621415751520544, 5.217584465199614e-15, 1.6127020313136238e-18, 3.142147920383479e-19]	o9GW6lf5ASWiu6aJpswTeA
Tanzania	['south asia', 'south east asia', 'asia', 'far east asia', 'east asia']	[1.0, 4.8860804394788696e-17, 2.777695052064069e-23, 2.778437568055554e-30, 2.147862149347907e-30]	fyIvyIG71ag7Rld69AeEFQ
Tanzania	['caribbean', 'east africa', 'sub-saharan africa', 'africa', 'west africa']	[1.0, 2.8269857565987877e-08, 2.1007160455610574e-09, 3.2724167885016253e-13, 3.377266606235195e-17]	l2RgjGJCiyrrjafJhor5PQ
Tanzania	['caribbean', 'east africa', 'oceania', 'southern africa', 'africa']	[0.5202221274375916, 0.47977790236473083, 2.1168777841751307e-09, 1.4208810824700279e-14, 2.995830808836977e-15]	D6lf_BRCSAMpk78UUla20g
Tanzania	['east africa', 'caribbean', 'south asia', 'sub-saharan africa', 'south east asia']	[0.9999951124191284, 4.941360202792566e-06, 1.2049188517326403e-14, 1.4326290694594425e-15, 5.223591305224186e-16]	ySZ_m8rmY-_Spl1Smy05uQ
Tanzania	['caribbean', 'southern africa', 'latin america', 'east africa', 'south america']	[0.9999700784683228, 2.991701512655709e-05, 2.8634552506900945e-08, 4.425976252164787e-10, 2.6375620437724123e-11]	9C2kMILCdar5M_Rc34CcrA
Tanzania	['east africa', 'sub-saharan africa', 'south asia', 'west africa', 'africa']	[1.0, 1.0133621146337334e-18, 7.163598548657695e-24, 6.01052721951003e-26, 3.7873230548588243e-26]	aTiTE-IKu0sxFbvP0-SefQ
Tanzania	['east africa', 'south east asia', 'sub-saharan africa', 'west africa', 'central africa']	[1.0, 7.521995179504692e-12, 6.6873433873793076e-12, 2.6987995171978696e-12, 1.5003362245817413e-15]	21r-AKiXUmpB3hMNxNX7Xw
Tanzania	['east africa', 'sub-saharan africa', 'africa', 'latin america', 'west africa']	[1.0, 3.29279624557026e-17, 4.100158828516488e-23, 6.182762031263908e-24, 1.6393746181919896e-25]	9tVkumj9isKKmVI3iSGvrg
Tanzania	['south east asia', 'caribbean', 'oceania', 'micronesia', 'asia']	[1.0, 7.215163017016638e-15, 5.742176659948306e-20, 6.834256693792613e-22, 4.45392634136211e-22]	6RF3tIKR_Zz43ZEhU9oBiQ
Tanzania	['east africa', 'caribbean', 'africa', 'sub-saharan africa', 'southern africa']	[1.0, 1.233026680758087e-09, 3.0821994956298226e-10, 2.661900214140367e-11, 3.190221548274499e-17]	yRyOW5cN79RrnAFfKNSQmw
