Gold	Predictions	Probabilities
caribbean	['Haiti']	[0.994350016117096]	HvYbxwZpOXxPsjLQZz_xkA
west africa	['Benin']	[0.9999314546585083]	vZPDARgwivmtayzjrixKgw
west africa	['Nigeria']	[1.0]	ZsgrHXonNQ2bYkwlYOtzAA
west africa	['Benin']	[0.9998985528945923]	13_3eleBjJz5ERKWFcz34J
west africa	['Benin']	[0.9411051869392395]	aQD6nI1s6NVPvHMTl1DgC-
west africa	['Ghana']	[0.9999963045120239]	9h9ZSWfQUUFQRmLQMzEV-n
west africa	['Ghana']	[0.9998852014541626]	yZQRTaEs7oL3XFQ4dNbQZw
west africa	"[""Côte d'Ivoire""]"	[0.994175910949707]	kp-OAxEPv9R_qxL02mv21K
africa	['Ghana']	[0.9499961733818054]	wyYeKdUE2g3pPTNqvLiEZQ
west africa	['Ghana']	[0.9998786449432373]	lBo06IL_BGqBsO4eA2X8Ww
west africa	['Ghana']	[0.9987995624542236]	TxW8OuBJ3oJqCOIbT3ocRB
west africa	['Ghana']	[1.0]	jZPBq1vOb1KTUPM4emWZXA
caribbean	['Dominican Republic']	[1.0]	8VsPeG1TL-sTFs5cnr6IZA
west africa	['Ghana']	[0.9981024861335754]	8RfEHFU6-MbTWyr0c6UjQZ
west africa	['Ghana']	[1.0]	lWsVHx-WeMvkrYAWyihwUg
west africa	"[""Côte d'Ivoire""]"	[0.4492642879486084]	6s6joHZCox1y4C0PGyqVJA
west africa	['Ghana']	[0.9999957084655762]	EpZspMBKQUfk0mrueMhyyQ
west africa	['Benin']	[0.9978152513504028]	b5BmSnpCRbt55bLUNpZy7c
west africa	['Benin']	[0.7423283457756042]	-YeUB-msd3nsvFFeNIL4zP
west africa	['Ghana']	[0.9999926090240479]	soUDWVVYQbKBobywfIrRVQ
west africa	"[""Côte d'Ivoire""]"	[0.9999816417694092]	DjSkFMhPUBWtSRL_DUosVQ
west africa	['Benin']	[1.0]	XjP1DJUUjfIQ3AX2sEWANh
west africa	['Ghana']	[1.0]	18c5mISuGRBvmG6wMEu69Q
west africa	['Ghana']	[0.5532186627388]	l8P7JAeIUWdWeK92D6tkdA
west africa	['Benin']	[1.0]	COR9KMjmubuz7yQt0zzMWd
west africa	['Benin']	[0.9912576675415039]	fANavuc_Et5tLtqIjPehkw
west africa	['Benin']	[1.0]	5JJcNtVch6AcgY2xUrvWXD
west africa	['Ghana']	[0.7817328572273254]	EFWhrVk-PmuDO33ZJz1AoA
west africa	['Ghana']	[0.9998156428337097]	r1vor-I5U8u6-iqa7Js9uA
west africa	['Ghana']	[0.999461829662323]	DVmymA9QuAbsIdrZn0MhWw
sub-saharan africa	['Ghana']	[0.9999634027481079]	scR4JzKF1OBARG4D_zuqRs
west africa	['Ghana']	[0.9850976467132568]	TYyHoHFq-MQnKtmP9Sc6Rw
west africa	['Benin']	[0.9999998807907104]	Uv2tFeU7t9o4G_9YKCoXQf
west africa	['Benin']	[1.0]	wljqqnB_YIBs7oqcQSiIZg
west africa	['Togo']	[0.9927626252174377]	a5i71VwRzYFNrWZhTgN2vz
west africa	['Benin']	[0.9999244213104248]	ULk6GI9C36RclIWYcujbIs
west africa	"[""Côte d'Ivoire""]"	[0.9999958276748657]	43AHESWjBAtbp4WiHUtVxg
west africa	['Benin']	[1.0]	jpJnkMMHvO-eOYiTYtdcRs
west africa	['Benin']	[1.0]	rnFDqOMnLsEH7PkDJ8jcwB
west africa	['Ghana']	[1.0]	iqUT9ayT3PrEm-sGDGSpDg
west africa	['Ghana']	[1.0]	9TvdGCPnVuSuUKVe2VvZ4Y
west africa	"[""Côte d'Ivoire""]"	[0.9999897480010986]	iuWmlPfUhhmeapxfzo3joA
west africa	['Benin']	[1.0]	k2dzfdpgqAy1RccoBNwPWT
west africa	['Benin']	[0.9996789693832397]	yL9dzujioPK_ECOYDBbjyw
west africa	['Ghana']	[0.9993897676467896]	w4JB-HfpcyZb6fJIQ12HKb
west africa	['Ghana']	[0.9999997615814209]	wjcEbVYd1mQdJa7ovAvF8Y
west africa	['Benin']	[0.999998927116394]	X2t9JiG1QsL5_Wz4mlySM5
west africa	['Benin']	[1.0]	oIRkplPOK9dlNxT4lAH2a_
west africa	['Benin']	[0.9804869294166565]	5oeM0P_LzUUu2t4QG1PDQA
east africa	['Djibouti']	[1.0]	8PLmfTM-AXuihwN9My8klA
west africa	['Benin']	[0.9567378759384155]	YcG0-QhTBiXHq1Tfoa9jrr
west africa	['Ghana']	[0.9997918009757996]	eknoMs4fyhus4ABvQw0wsx
west africa	['Benin']	[1.0]	_3hVJFtfPVYCzZ-SKbEhra
west africa	['Benin']	[1.0]	f1Z0uCD7ZUxJv0kmDU_tBw
west africa	['Ghana']	[0.901918888092041]	9BXmq99uN1PVWZlzNTZCkA
west africa	['Ghana']	[1.0]	oB0hi8fhlzu0_5W-yPin5Q
west africa	['Benin']	[1.0]	451Aau4mgTFJONXioLeTd9
west africa	['Benin']	[0.9999942779541016]	vG0EyX7p04ct7ZwLI26IQB
west africa	['Benin']	[0.999997615814209]	5WT8D1oIryoH1dJEme6jNh
west africa	['Ghana']	[1.0]	W-PxhJzi-Typ5pVThUXSQw
west africa	['Togo']	[0.9999173879623413]	7-Z2IXKpw68fGbUhMffKRw
west africa	['Ghana']	[1.0]	rjeajuBs0IzH-1Li9ZlgjQ
west africa	['Benin']	[1.0]	55QphaFIYLeZOV8cfMtfUs
west africa	['Ghana']	[0.9940444827079773]	WMT_vrrZZbByGdaqt12Kpw
south east asia	['Malaysia']	[0.9985144734382629]	3_pJYUVHGcj9-LR7W0rI8e
west africa	['Ghana']	[0.999923586845398]	J2EHXFAg-WxYyH8dw4dwkQ
west africa	['Benin']	[1.0]	4AUF0InnHgZvERLg9h3iuA
west africa	['Benin']	[1.0]	Zn3KHGAMKiQpYjs4fFx2Oa
east africa	['Djibouti']	[0.9998125433921814]	ZhsDj-WAfGTzIJ35lKPdbg
west africa	"[""Côte d'Ivoire""]"	[0.9911602139472961]	gmYbLODFcJqoQoRV5sz5UQ
west africa	['Liberia']	[0.5406219959259033]	ktQQcY1RmgaLTKJ5wUqBRG
west africa	['Benin']	[1.0]	0faQNZNcOI0FLBRGlrfL09
west africa	['Benin']	[1.0]	ngRA9jYNvO7dgbN-36eYnM
west africa	['Ghana']	[0.9999998807907104]	lykj0pgosGFGTV-xqSO7-w
west africa	['Benin']	[1.0]	bKbgpQa-5BJwYZ99Klcjun
central america	['El Salvador']	[0.633969783782959]	-G1g484fYAt3OvNqb8AOOQ
latin america	['Mexico']	[1.0]	zkFd8Oyd9iq6bIAsh_J06Q
central america	['El Salvador']	[1.0]	dVeD0V3kyxpDQt5NIIUGdg
central america	['Mexico']	[0.7281856536865234]	UqatHggBg-R58ULFhLTSxw
latin america	['El Salvador']	[0.9999878406524658]	qtUR7r395spdBo7uwBpkgg
central america	['El Salvador']	[1.0]	jkWNhEuqO7TbkpMfKMXGfA
latin america	['Mexico']	[0.9999985694885254]	Awg0Ij8uem6ItdOi_aY-Ow
south east asia	['Philippines']	[0.9896239638328552]	bVI8lZMEmmLyWkmbVjlvBw
latin america	['Brazil']	[0.9993094205856323]	fab841LQpA6Cumslgyw5cg
south america	['Brazil']	[0.9999905824661255]	np0IQk6LltcHBtjOtYJptA
central america	['Nicaragua']	[1.0]	jxQ5Of4BrOKzacZaSHPSYw
central america	['El Salvador']	[0.9999998807907104]	cNzJc3u7t_-QMikIDLWmaA
central america	['El Salvador']	[0.9999998807907104]	9c1X3opoXpiFedxnWEg5hA
central america	['El Salvador']	[1.0]	le7Pkg8O2LsOymSniX4Neg
caribbean	['Trinidad and Tobago']	[0.9997718930244446]	4AYB8wnw3ctmjmoFeztvsQ
central america	['El Salvador']	[0.9999488592147827]	3Ufg2Fk88Gm_GvfUU7iyvg
central america	['El Salvador']	[0.9999064207077026]	x4UT3SX7itCVD8UDAgRrvw
central america	['Mexico']	[1.0]	woudPv8crK76kqWPMdd5Kw
central america	['El Salvador']	[0.9997120499610901]	HTIVFLBJ8Wtq2VXCTLfFPA
caribbean	['Dominica']	[0.9830941557884216]	V7_-M0PHHocETpHTb2CWUg
latin america	['Mexico']	[1.0]	SvbzJNgH7PNCtOHkGZY2XA
south america	['Paraguay']	[1.0]	Yb2ILCmchPWPCEvYOVTMww
central america	['El Salvador']	[1.0]	DRguqQTi8o3HrqG44tnysw
south america	['Brazil']	[0.9999966621398926]	rRRSMB_X9hyyGxNBeTyUOQ
central america	['El Salvador']	[0.9990087747573853]	I4RY_o5y4Di4aFMr42laEw
latin america	['Mexico']	[0.7363532185554504]	1ZoF9EB_NCsDfqgyP5XGJQ
caribbean	['Trinidad and Tobago']	[1.0]	WEHOMCoedovFznAKu9cnkA
central america	['El Salvador']	[0.9844326972961426]	CFe_pTXzL3TFaYKJB1Jj7w
central america	['Honduras']	[0.9994285702705383]	dTY3vrCgoCF23NihagTo_w
central america	['El Salvador']	[0.9999796152114868]	7HSEp5mxxsqrbzzH0umiqA
latin america	['Mexico']	[0.9996683597564697]	oPOzOKuIr9-YgI4oGtADOQ
central america	['El Salvador']	[0.9999985694885254]	iP1MA_vE3FLmUDeeCmaJAQ
central america	['El Salvador']	[1.0]	w3pdItsYWrtBsWwB6-C1og
caribbean	['Trinidad and Tobago']	[0.9998379945755005]	35KszggpZubtaiqbUAr63w
caribbean	['Trinidad and Tobago']	[0.999998927116394]	JOM4cYR6SMbLOP3llWT-8w
central america	['El Salvador']	[1.0]	wJfqqaKNEzSJTF3d3D_7tg
caribbean	['Dominican Republic']	[0.6361013650894165]	lVHoWmno6pJautBDp84ptg
central america	['Honduras']	[0.9957595467567444]	l1bjv_A2bmSPxhxJIEpsRg
central america	['El Salvador']	[0.9999980926513672]	jTrt-EPX2xkE1mrLClCGTQ
central america	['Honduras']	[0.999293327331543]	db7UAipohCAKpLptPxyVgg
central america	['El Salvador']	[1.0]	7pxvCWTO83F2vFNBPVn31Q
central america	['El Salvador']	[1.0]	Ej5c_iby7q5-m_zerXOSkA
central america	['El Salvador']	[0.9999984502792358]	9CqzpLQLWisRLL_NayEY5g
caribbean	['Trinidad and Tobago']	[0.9893410801887512]	sSuVsVzkv5dIFc6TXy6lBQ
latin america	['Dominican Republic']	[1.0]	AZH7VBXDL8xu5N6vqs2Sig
latin america	['El Salvador']	[0.9944199919700623]	o80N7Vbtgu_ceoI1TWC26g
caribbean	['Grenada']	[0.6181882619857788]	CIz9jHkwiqE6S1zjjVeOTg
caribbean	['Saint Kitts and Nevis']	[0.9905601143836975]	542znsdrvkLG3NtWYYj4DQ
caribbean	['Trinidad and Tobago']	[0.9959094524383545]	y54W9LVRXneJF-wirKhwwA
south america	['Colombia']	[0.8483293652534485]	sZ9kcSFbe3I3WNFoGOXySg
south america	['Brazil']	[0.9999985694885254]	ILdMfZ223igpE_i80sK5YQ
south america	['Colombia']	[0.7624821066856384]	w-61-cAirNwsYGksdjatHQ
latin america	['Mexico']	[0.9999994039535522]	Ajlo6uG1g4GMEoGT55a85g
central america	['El Salvador']	[0.9999421834945679]	ZxvwOTPTCfWAEzNKw6DnAQ
latin america	['Mexico']	[0.999997615814209]	f1OvzdVXMszfmtYf98Crzw
central america	['El Salvador']	[1.0]	l8kpguUmmmj-cS0qY7v53w
central america	['Honduras']	[0.6690630912780762]	x_S8sfruTuPNQlGeZ_QrHg
central america	['El Salvador']	[1.0]	vvvRAtUSNRB3UNtf7V4gvg
central america	['El Salvador']	[0.6016345024108887]	C1-zQy21HAGWHYiJOl2b4Q
south america	['Brazil']	[1.0]	7JrcI3lwT4Kf4LqvRI2KpA
central america	['El Salvador']	[1.0]	XGClQajjlRh8Xis-wHxH1g
central america	['El Salvador']	[0.9999874830245972]	mfZnrvhlnv2hakGJ6hVQHQ
caribbean	['Saint Vincent and the Grenadines']	[0.9301629662513733]	xoBAzj1UVxYnHgu2l1RAEg
central america	['El Salvador']	[0.9989951252937317]	d_FyTKoPNTgktEyU41OO2w
central america	['Mexico']	[0.9999905824661255]	-glCoqypKKDFC_UkL8h1OQ
southern africa	['Zimbabwe']	[0.9228785634040833]	YmUNRPGtLyPmwcUM5x1ukA
central america	['El Salvador']	[0.9999991655349731]	4Wagwm8D521HH0xhYq93Dw
south america	['Brazil']	[1.0]	WLVhMK2S5e2hedg-2ZyLUQ
central america	['Nicaragua']	[0.9220442175865173]	vXSGUXkM8bJgpYFi-GKwTQ
central america	['El Salvador']	[1.0]	cQrAXct3-Hb9V2XCaK_2VQ
central america	['Nicaragua']	[0.9999829530715942]	3yGJGpdv9oSwrw60yGGNhg
central america	['Nicaragua']	[0.999988317489624]	CDACgS8Ivq4rlU3qXJScng
south america	['Brazil']	[1.0]	1DclO4BLqR6YQ_7XeBZzhQ
central america	['El Salvador']	[0.9999998807907104]	vndXkWvPvgBEz4CA92uzeg
south america	['Colombia']	[0.9993728995323181]	xzoM6UpKFeblMEDpWhlhMQ
central america	['Dominican Republic']	[0.9841046929359436]	jdbTyC2p5yyA7K7s7MwksA
east africa	['Ethiopia']	[0.9379004836082458]	8wyMhJPNUlo2tWdIEfQqcQ
south america	['Paraguay']	[0.9992250204086304]	1RWuuYEeKJcOGbgG5O-OTg
south america	['Brazil']	[1.0]	vN0AcgPJDRWRi-M7S3X5yg
central america	['Mexico']	[1.0]	95oa2SAG7uQvqSKXkYzvpQ
central america	['Mexico']	[1.0]	d7iMvuqQLjAt0CF1V3oJ7w
caribbean	['Grenada']	[0.6338177919387817]	nUqaoJBSEDglf8Rk1xcDMg
south america	['Paraguay']	[0.9999992847442627]	sHQPLXvzBfxo_hat8fNJEA
central america	['El Salvador']	[0.9999995231628418]	hTrmc1jKiqiocahg0wMnsQ
central america	['Honduras']	[0.9999946355819702]	wy1TWcLavH1lE9tel8V40g
central america	['El Salvador']	[0.9976664781570435]	fZOcvRbKJ53MuHobIzf2oA
caribbean	['Dominican Republic']	[0.9999949932098389]	36_uJGtNXNbXlRn4cmhivA
latin america	['Nicaragua']	[0.8717272877693176]	DO65dUHSGureg6iRP-pKqg
central america	['El Salvador']	[0.9999988079071045]	-_ZbAu5RoII9_4qOn_pBRw
south east asia	['Philippines']	[0.9999998807907104]	k7E8n8gDq1LzwJTsTsAflw
caribbean	['Barbados']	[0.9698570370674133]	csvh8IrNv3gDW8QGN1MVig
south america	['Brazil']	[1.0]	9_5slXGfQk6_Uq6oNET5Xg
south america	['Brazil']	[0.9456316828727722]	3b408PmcsPVdjAT5v5mRIw
caribbean	['Dominican Republic']	[1.0]	woYJ2mdEMEyd2xhBBOVHHQ
caribbean	['Barbados']	[0.9924914240837097]	8GCWWJA9VzDH5dRMQGWbZw
central america	['Honduras']	[0.9288219213485718]	h6NMf6GxPybTrebEkI0NUQ
south america	['Paraguay']	[0.9999988079071045]	vOJkqhLlG-l66jUAeVtGzw
central america	['Guatemala']	[0.597750723361969]	IZvkmiGOioYpZdsPWgTfjg
latin america	['El Salvador']	[0.9999997615814209]	w2h1hiYhuJe01unwu7Sczg
south east asia	['Philippines']	[1.0]	ve7psloHKvmKhUhZHAvy4w
eastern europe	['Croatia']	[0.9999994039535522]	TUnwSyfxL3FDF9RIS74LSg
baltic	['Lithuania']	[0.9971645474433899]	AjXkKU7-3a9rwyCaeNwdRA
baltic	['Lithuania']	[0.9999048709869385]	SjNVuotP6xRdLVw8WrFs1Q
eastern europe	['Slovakia']	[0.9997945427894592]	mLDyksdYTwHWz52s_CxvRP
eastern europe	['Poland']	[0.9982725381851196]	yIz55BDZcvMMhV0lCWwl6D
baltic	['Latvia']	[0.9949265718460083]	E5-yGzbHd9pYJIqkOWsJhg
baltic	['Estonia']	[0.9999198913574219]	APjcjfb4LkqPqyP7BKaQkA
eastern europe	['Moldova']	[0.9992095232009888]	kBeotj2hpSwaJ1sg-mjjdQ
northern europe	['Sweden']	[0.9999995231628418]	acc4rKTLqzI4UgCQ6A7sqg
eastern europe	['Russia']	[1.0]	jEl7wNQqVMt2AqGrSDv0IQ
central asia	['Kazakhstan']	[0.9985311031341553]	wC59M5M66TULy7T0tXgavQ
baltic	['Lithuania']	[0.9999984502792358]	BpJh81e-I3Qa40x3SlkHeM
eastern europe	['Moldova']	[1.0]	Di2CdY9nqMpA2ypAcTLDrw
baltic	['Estonia']	[0.9999997615814209]	A7gkfmgPG4OZCUPbAQKlog
baltic	['Sweden']	[1.0]	h4dC8g2QFAypoS4jhG5AdA
baltic	['Latvia']	[0.8517717719078064]	Y0WiF-lXyjzXkX8suLJafw
eastern europe	['Belarus']	[0.9994959831237793]	DGOTiKRc4jK_YOXHd0Ai1g
baltic	['Latvia']	[0.9997707009315491]	1JFo4Z1uUDwccaH0ODVBuA
baltic	['Lithuania']	[1.0]	0DN8mr71YbOcUaWTR9jYsc
baltic	['Latvia']	[0.9999998807907104]	UTihFEGWJ6lSEXT1ozs7IA
baltic	['Lithuania']	[0.8813502788543701]	1stqDQp8ER0HzqVP0Biq-Q
eastern europe	['Belarus']	[0.9998761415481567]	BScf_kvD-EYhhP0WfHkRMc
baltic	['Estonia']	[0.9953278303146362]	b-fTY_Ih7mNZWgm13rfRkA
baltic	['Estonia']	[1.0]	9WUF4kl3P2Xn7R-XfGIETQ
baltic	['Lithuania']	[0.9992824196815491]	wKLvbhAi110Ragu5kDFQC3
baltic	['Lithuania']	[0.9999957084655762]	0gBYiYzHhp5w5eZz5U4e60
eastern europe	['Slovakia']	[0.9999953508377075]	8rDm0M1H0RjU9GFmOMmuRA
baltic	['Estonia']	[0.9929895401000977]	8r226WVOP0oXrz2oxg4tag
eastern europe	['Slovakia']	[0.7694103717803955]	5HeE-0AOZsmEcfmqnk6idf
eastern europe	['Moldova']	[0.8614009022712708]	3Zp7lHLHJJC2KKGqk_JGOg
baltic	['Lithuania']	[0.9999996423721313]	I4UEPIUqFqpIj7N3AX_R22
south america	['Uruguay']	[0.967474102973938]	vhMknPKLSQaPOAryFW4Hbg
eastern europe	['Belarus']	[0.9897281527519226]	w9cBuenVBSS5KjaYnwEN5A
western europe	['Belgium']	[1.0]	g_m5f3ObRSE6MNdFG83NHg
baltic	['Lithuania']	[1.0]	rmKj2CZk6mmvTqjGp_euyA
baltic	['Estonia']	[0.975737988948822]	js5afrkYBamVL1Vmhb7DBw
baltic	['Lithuania']	[1.0]	7gypkEW03PyKH2FCfJQ5vQ
eastern europe	['Russia']	[0.9996534585952759]	n1BcIXHeHFp_v31d-qGi_Q
western europe	['Luxembourg']	[1.0]	aKUVRJpyFKiIPDuRIP1REQ
eastern europe	['Moldova']	[0.9999628067016602]	AdWz9SMFCfFlIio2lqRSsQ
baltic	['Lithuania']	[1.0]	5yIPQqUj4gxg-Kc-ZvI58A
northern europe	['Denmark']	[1.0]	W2_EemzpbJXsJCTHb72zUQ
baltic	['Latvia']	[0.996894359588623]	XmR2SrbXV2MG9f667GKK_g
eastern europe	['Poland']	[0.9999988079071045]	3fXA4_IkdAGRrB7yEy3hEA
baltic	['Lithuania']	[0.9999998807907104]	c0rU_IVSOFwBy68nZZ1p4N
baltic	['Estonia']	[0.9999898672103882]	_fsuIYbQ-3VycIiceugBvQ
eastern europe	['Belarus']	[1.0]	UdV8G2G9oetdsYC2mr7yQw
eastern europe	['Slovakia']	[1.0]	9-FWhsHVwf3h9GwwZmPzrw
northern europe	['Sweden']	[1.0]	8yX2bAzCL6tIaOnz0cp4Vw
eastern europe	['Belarus']	[1.0]	oDBysHyQGyBgsnTzmoOgSA
western europe	['Denmark']	[1.0]	dCJWrt7vBIZjV07IpfisIg
eastern europe	['Ukraine']	[0.5946581959724426]	rdKYeZ3vfsK7pdiAce8cUA
eastern europe	['Poland']	[0.9955600500106812]	mg5RvejB1KAil0UNOk6UPQ
baltic	['Lithuania']	[0.9999879598617554]	1kD56sVvfS_WNrJgzP_28w
baltic	['Estonia']	[0.9999997615814209]	DEs4RIwkFVSk6LbJYqyEbw
baltic	['Estonia']	[0.9996448755264282]	3wTBp9CZDXQHYxs2S28oUg
baltic	['Latvia']	[0.9998328685760498]	3p3Rc3TK3-ZFs6oh7WVEEw
baltic	['Sweden']	[0.9858335852622986]	k4ojlCE1aANJhYXs-pK7ww
eastern europe	['Russia']	[0.9995465874671936]	2vQN9heoyDSYx5pzmnngHQ
baltic	['Estonia']	[0.9999568462371826]	0q5RjhPYvpd97WMCeH-DPw
baltic	['Denmark']	[1.0]	EsaV88E098dIRN8w29u0mg
eastern europe	['Poland']	[1.0]	gl0BoKjKvcnfaFxYcKhxIw
baltic	['Estonia']	[0.9913908243179321]	4g__sFyoLozXyST74GAE1Q
eastern europe	['Moldova']	[1.0]	vcTtmlCVmGyRZT3PJiKmlg
baltic	['Latvia']	[0.9999986886978149]	fvwCOeS5d7nnMzGR_9RqmJ
baltic	['Denmark']	[0.5735341310501099]	V08lTvfbFt9HJMRd48IF3A
baltic	['Denmark']	[0.8464112877845764]	fqYjiAhWZbGrB2_Lzgdx6A
baltic	['Estonia']	[1.0]	2FI6j3-ZzgA_woEj1foG3g
baltic	['Lithuania']	[0.9997112154960632]	DooXGqsJ6zA-FeiZS7vcMw
baltic	['Lithuania']	[0.9999995231628418]	wlDfmkXev_Jqy69dZ8WVfA
eastern europe	['Poland']	[0.6041764616966248]	grUByJ9r5hm4gqjfxPVHqA
baltic	['Lithuania']	[0.9999748468399048]	W32-0ihnImBwLb13yLMAog
eastern europe	['Hungary']	[0.9996100068092346]	cZUTNFYPaXgVkx2yPdNSxw
eastern europe	['Moldova']	[1.0]	m0DKfBP6_7vkznb2mNCfdg
eastern europe	['Moldova']	[0.9999741315841675]	-BOYjU9Lc1RCTZvNncifhQ
eastern europe	['Moldova']	[0.9993832111358643]	bNuTtShXN6kR9ta3Hym6XQ
baltic	['Lithuania']	[1.0]	k-U-_bStEUfBpcfv7fgDng
baltic	['Estonia']	[1.0]	lHtwlVGBHy0_d-Zjv4ywsA
eastern europe	['Poland']	[1.0]	ckTNl1KPzA7IDD70yvKSEw
baltic	['Latvia']	[0.96357262134552]	Zy93JeOLHQEoLXFxUeKnrQ
baltic	['Estonia']	[0.999997615814209]	-9bf8HQZh55_gHE6JFZ1ug
eastern europe	['Czechia']	[0.9999251365661621]	U-1iV1P5dm1zsRjy4Sr6Aw
eastern europe	['Belarus']	[0.9993175268173218]	mlhCzk7uHHWUx-GXUxVuIw
eastern europe	['Belarus']	[0.9841051697731018]	s8FSz3wRmSnpa0GzKjKlYT
baltic	['Latvia']	[0.7529391050338745]	njKznrA-hKSqpOqXv6NV4m
baltic	['Estonia']	[1.0]	alCgUYupwxgO-6OQ24xgQg
western europe	['Denmark']	[0.9525038599967957]	3XbqMP4sKlVYl-Wg0GmPJg
eastern europe	['Poland']	[0.9999637603759766]	J0FSxsIG1RoVunCoqZjqpQ
baltic	['Estonia']	[0.8993098139762878]	9hjZo1ch0FiQj-oOi0c9bA
eastern europe	['Czechia']	[0.7458145022392273]	ysN_17VLqHHNsTe_ib8aM6
baltic	['Lithuania']	[0.9999663829803467]	1LHeuTwMUAVzRxzEgUOejA
baltic	['Estonia']	[0.9491842985153198]	ICy-lgsi_bX94YzlH168Zg
western europe	['Luxembourg']	[0.9936716556549072]	apfXmrHEwaYOSqxsTVEyqQ
baltic	['Lithuania']	[0.9959499835968018]	wIu3k47dL91pY362EImEEQ
eastern europe	['Poland']	[0.9999998807907104]	AUnSxLJ4RrASRVDDJTFtpQ
eastern europe	['Slovenia']	[0.9985848665237427]	wUeTcjAm4hJJJnUV0-qOZA
northern europe	['Estonia']	[0.7899196743965149]	wV9MviPulgy5flVRasNJvQ
eastern europe	['Moldova']	[0.9997361302375793]	5n4MrMHtDvjAV0iwGlsn1Q
baltic	['Estonia']	[0.999995231628418]	reT1s3BQqcj-AGtwpxhN-A
baltic	['Latvia']	[0.8215233683586121]	agt_ubxm2srYv-0cZ2XC_f
south america	['Chile']	[1.0]	btzT3SBTnbQOFQnepbKwHi
oceania	['New Zealand']	[1.0]	5Vx_WVf187qAORNfT70PAD
oceania	['New Zealand']	[1.0]	5ZBVBAhqmH4uO3xIMcklQd
oceania	['New Zealand']	[1.0]	9PPXmD_t1ZaL7RbAPn0PDV
oceania	['New Zealand']	[1.0]	5ZJhLMUKu6GEe79vjbUiAFt
oceania	['New Zealand']	[1.0]	Dl6x9Lqh4UJbTC51F_vC2ar
oceania	['New Zealand']	[1.0]	EhLtDUoh9VefTc-5o0VSxg
oceania	['New Zealand']	[1.0]	C0qWRtln6UGdKzT70gbG3w
oceania	['New Zealand']	[1.0]	U4lcQHcWyeFrDQfFlxAFpc2
north america	['United States']	[0.999983549118042]	sarbSQvCu8haiEKlk7Xw3g
oceania	['New Zealand']	[1.0]	nAkW4Td7tY24Zu8hSkQsZkT
oceania	['New Zealand']	[1.0]	cAX7XR8-nb8JmUK916Yp3A
oceania	['New Zealand']	[1.0]	IAYPO3-DyXNvItvhlw43Cw
oceania	['New Zealand']	[1.0]	YK4thw6d6sp7pIs8kjd00Q
oceania	['New Zealand']	[1.0]	E79gy9xfjVsWK6ijwD0QUla
oceania	['New Zealand']	[1.0]	rHnf2NDzvsVo4rQlHP8Nic
oceania	['New Zealand']	[1.0]	rVoVHsgpxTcCyfGsxIxmfw
oceania	['New Zealand']	[1.0]	-VWDxkHZIW5myAgrrxNEJd
oceania	['New Zealand']	[1.0]	eKe_yAHFVf5rNiExXBmmIg
oceania	['New Zealand']	[1.0]	zm0eMSeUm9a4tBtLTS6FIQ
oceania	['New Zealand']	[1.0]	0SofZnupWWTDKf63DrFTa2
oceania	['New Zealand']	[1.0]	gKSmDEHT7d3VCjumzyvsmbj
oceania	['New Zealand']	[1.0]	AG0W5kNGNxcAWFillNK-fA
oceania	['New Zealand']	[1.0]	Z4HR6_MYq96li0jDEUe3Rye
oceania	['New Zealand']	[1.0]	xPoIFObBcV8SVKlNs_iIamE
oceania	['New Zealand']	[1.0]	bw3gVpTlBBCUXSzCdW7Pat
oceania	['New Zealand']	[0.9987282156944275]	f9NHZjJFatR1r6Wvj5CF4ZC
oceania	['New Zealand']	[1.0]	rJ1SeC7GeI8ouEJooHg3Iw
oceania	['Tonga']	[0.99959796667099]	m2tiGCYk3Z7B2MtDCYT3ZN
oceania	['New Zealand']	[1.0]	wuYImGPscnD6U_jmIrp5Pb
oceania	['New Zealand']	[1.0]	0vcrUlLuNoj3QOMIXQLY9g
oceania	['New Zealand']	[1.0]	6hCkjLDtQtFIWVrPJlPlP_
oceania	['New Zealand']	[1.0]	XeX-mTqEKOprSI4Tl0W_A0
oceania	['New Zealand']	[1.0]	eL5TM9x2-OWD5s5ax7gJ06c
oceania	['New Zealand']	[1.0]	lHIlVrrfmePkHTbtdtLIfA
oceania	['New Zealand']	[1.0]	3sjTp-PS6bMt_bOa9qEaPG
oceania	['New Zealand']	[1.0]	g_nuiSbqkATU9-qtK9tzsS
oceania	['New Zealand']	[1.0]	Vq1p8UIDnHGaeHxZcTQAzzc
oceania	['New Zealand']	[1.0]	lPzrNdCFDt4HzaEXt4n7p7H
oceania	['New Zealand']	[1.0]	BG6sXt2odOpfO8fS-5MZB9
oceania	['New Zealand']	[1.0]	HgUAFnaCL8h_sfTZtQJUMYz
oceania	['New Zealand']	[1.0]	9sziQ9Si9GMKm0Bdg2n9Rg
oceania	['New Zealand']	[1.0]	WQpTWk-FdLj4eRVGk3fW8Q
oceania	['New Zealand']	[1.0]	n7UW_dz_mtOfN32-7WzahQI
oceania	['New Zealand']	[1.0]	felQvUpBDYqgWnFpThyLTkE
oceania	['New Zealand']	[1.0]	aDDbQFiz5Da3KXWOALjSqA
oceania	['New Zealand']	[1.0]	CyMEGv1VOrzKDEXZ2kPNTYU
oceania	['New Zealand']	[1.0]	w9cxDQ49AzbIdX40d_8MnlY
greenland	['other']	[1.0]	dtQzUk0eRHvcMGxeXJU97g
