Gold	Predictions	Probabilities
Augusta	['Greer', 'Hayward', 'Orange', 'Augusta', 'Redding']	[0.9999274015426636, 5.776625039288774e-05, 1.483650612499332e-05, 8.631751979848445e-10, 3.6472255771080597e-10]	xFfkfBm9I8RiphnMP-XG3Q
Augusta	['Augusta', 'Greenville', 'Greer', 'Orange', 'Raleigh']	[0.9999988079071045, 1.1322016462145257e-06, 2.20273115303371e-08, 2.992740277818484e-09, 6.60897836457508e-10]	sP-DzscPiV21nmL1JnPa_Q
Augusta	['Atlanta', 'Augusta', 'Raleigh', 'Greer', 'Greenville']	[0.5592429041862488, 0.34203577041625977, 0.09872128069400787, 5.978736794531869e-08, 9.209943918619956e-10]	aUlQ21YoFkMT535ADGfTfg
Augusta	['Greer', 'Augusta', 'Greenville', 'Helena', 'Atlanta']	[0.9999788999557495, 2.1079004000057466e-05, 3.902461113374098e-17, 4.213789562062519e-18, 2.5723199015666627e-20]	rMqmAFkMUcQbcea2WJvoPQ
Augusta	['Greer', 'Greenville', 'Augusta', 'Orange', 'Helena']	[0.9992256164550781, 0.0007738242275081575, 5.569621066570107e-07, 5.002708317047855e-11, 4.4192756191633494e-17]	VlfZdH56pfgQ5rhYMD2D1w
Augusta	['Raleigh', 'Atlanta', 'Greenville', 'Greer', 'Augusta']	[0.9946757555007935, 0.005324150435626507, 1.5451868762283993e-07, 8.983123134242987e-10, 1.041212580564499e-12]	Bz4jcuvnJUosQn_LOEcgEQ
Augusta	['Greer', 'Helena', 'Hayward', 'Augusta', 'Orange']	[1.0, 9.314223697876045e-11, 5.67745485176909e-16, 5.439000783436019e-16, 1.8450129146145742e-18]	DRWi2JDn_Mp49h6BZKEjsQ
Augusta	['Charter Township of Clinton', 'Dearborn', 'Augusta', 'Detroit', 'Bloomington']	[0.9999905824661255, 9.41285088629229e-06, 1.2427646825997357e-19, 7.305017958681028e-23, 1.7022610170432562e-23]	mKgso6pQIdKk7zGZXZqR9w
Augusta	['Greer', 'Augusta', 'Atlanta', 'Greenville', 'Knoxville']	[0.999998927116394, 7.519108748965664e-07, 3.7963383192618494e-07, 2.5341413131341542e-14, 2.1374292765322052e-16]	22iNSPDc2zSVjvZ6kqfY5A
Augusta	['Augusta', 'Richardson', 'Orange', 'Clovis', 'Raleigh']	[1.0, 1.3922316424719305e-11, 1.5801262411691518e-14, 5.206269481452836e-16, 9.677770306642578e-17]	7Nh2-gO3sw2Tamgbmf4-Qw
Augusta	['Augusta', 'Greer', 'Raleigh', 'Greenville', 'Orange']	[0.9990952014923096, 0.0009019554127007723, 2.8706385819532443e-06, 3.260434411345159e-08, 7.141489621886876e-09]	2RO8CLbJLMKRXQFwkckAgQ
Augusta	['Augusta', 'Orange', 'Greenville', 'Greer', 'Savannah']	[1.0, 2.0035585603789263e-12, 8.005953484793021e-14, 7.924521770123066e-14, 2.942380038780136e-17]	ikApW3Dm4DHkbC_-U61bow
Augusta	['Augusta', 'Orange', 'Richardson', 'Clovis', 'Cottonwood']	[1.0, 8.843265675295697e-09, 1.008077627449866e-15, 7.30764192199663e-18, 3.4852402079915126e-19]	cCyguYZPyUISolkVQX-x9w
Augusta	['Hannibal', 'Augusta', 'Greer', 'Helena', 'Washington']	[0.999920129776001, 7.981901580933481e-05, 3.0234074487424985e-15, 1.9628110257057874e-15, 1.0366038971683779e-15]	bV1CpSk7s1zwkNKA07qD4A
Augusta	['Helena', 'Augusta', 'Greer', 'Greenville', 'Hannibal']	[1.0, 1.5050955544815975e-13, 3.944076305293845e-16, 2.5737706148023674e-18, 1.6710631648962374e-19]	bEiJdjzBED1PYOYd6Z4uQA
Augusta	['Richardson', 'Raleigh', 'Augusta', 'Greenville', 'Orange']	[1.0, 2.2268929322083464e-12, 1.5096908098644057e-12, 3.858556811738023e-13, 3.4677463073882964e-20]	jBI8ijJKIL9QW9wOHmp0_w
Augusta	['Savannah', 'Greenville', 'Jacksonville', 'Augusta', 'Raleigh']	[1.0, 1.2190244066999714e-16, 1.0391813641415294e-22, 2.911472362207312e-26, 2.2002737749086982e-30]	0D0Eo1FUdwuTsmsdpJ7Aug
Augusta	['Raleigh', 'Greenville', 'Augusta', 'Jacksonville', 'Richardson']	[0.9654353857040405, 0.03279230743646622, 0.0017723141936585307, 3.6999214998202634e-13, 2.735431228571291e-16]	gE4QSPJSDjn5EcUBrZLpjQ
Augusta	['Greer', 'Greenville', 'Atlanta', 'Raleigh', 'Augusta']	[0.8710591793060303, 0.1283462643623352, 0.0002976802352350205, 0.0002295035810675472, 6.743654375895858e-05]	b16hEm4d5zt4v8bS3QL6MQ
Augusta	['Albuquerque', 'Flagstaff', 'Kingman', 'Helena', 'Clovis']	[0.8309347033500671, 0.13072480261325836, 0.0363042913377285, 0.0020093913190066814, 2.464981298544444e-05]	fVVdlNR0ytdYTYUpnYJuhw
Augusta	['Greenville', 'Atlanta', 'Greer', 'Augusta', 'Nashville']	[0.8292791247367859, 0.16256383061408997, 0.008157055824995041, 1.7777468386270812e-10, 9.731509218249834e-13]	1SSqEMdzKhzUX47g5ZjWkQ
Augusta	['Augusta', 'Raleigh', 'Greenville', 'Greer', 'Atlanta']	[1.0, 1.0582422715899042e-09, 2.1636616380927426e-13, 8.427146885859032e-15, 2.2163530272305027e-17]	CWUfPmC-dpWB4RhhIM8MOQ
Augusta	['Raleigh', 'Augusta', 'Atlanta', 'Greenville', 'Orange']	[0.933090329170227, 0.06690941005945206, 2.218154691036034e-07, 7.655968636832711e-10, 1.3648285279721506e-10]	XT8HQBRyy090zHwgsSqjEw
Augusta	['Augusta', 'Atlanta', 'Greenville', 'Charter Township of Clinton', 'Raleigh']	[1.0, 1.1920386552843887e-11, 4.620327991727846e-12, 7.137806513381195e-13, 2.363299714345374e-13]	jbo_Img-_mceC1MNYC2iRQ
Augusta	['Helena', 'Augusta', 'Greer', 'Greenville', 'Hannibal']	[1.0, 1.5050955544815975e-13, 3.944076305293845e-16, 2.5737706148023674e-18, 1.6710631648962374e-19]	5Fov9w8Eo1IBGj0qgyF4Ww
Augusta	['Cottonwood', 'Orange', 'Helena', 'Show Low', 'Greer']	[0.9972111582756042, 0.0027441878337413073, 4.4580938265426084e-05, 4.48666384045282e-08, 1.0783366199973443e-08]	kmiA5eeDlijsscbklI-78Q
Augusta	['Grand Forks', 'Savannah', 'Raleigh', 'Greenville', 'Helena']	[0.9667628407478333, 0.03323664143681526, 3.869845102144609e-07, 1.8265973622533238e-08, 3.4649092484073662e-09]	9vt5WTCJWI809Cg2V-vR2A
Augusta	['Cottonwood', 'Fullerton', 'Safford', 'Orange', 'Rancho Cordova']	[0.9998646974563599, 0.0001013178116409108, 1.5083004655025434e-05, 1.5042093764350284e-05, 3.4647894153749803e-06]	Sz8WonatIiQK5uMuLdWLnA
Augusta	['Augusta', 'Orange', 'Richardson', 'Clovis', 'Charter Township of Clinton']	[0.9999998807907104, 1.3838260315424122e-07, 1.0112278125973262e-08, 1.917800879411331e-17, 4.855491259067628e-19]	706N_CnCaws8SONrVwIohQ
Augusta	['Augusta', 'Orange', 'Jacksonville', 'Greer', 'Charter Township of Clinton']	[0.6659470200538635, 0.3340528607368469, 7.122311274088133e-08, 1.1311242220646278e-10, 3.2820945136772937e-17]	9SEPK37Q2v1KNXChF9t1Xg
Augusta	['Augusta', 'Raleigh', 'Atlanta', 'Cottonwood', 'Greenville']	[0.9996211528778076, 0.0003788502071984112, 5.693387539196237e-09, 3.970408030129491e-11, 2.643490114306868e-11]	W79wPlVTuQj_UqaQ645fvg
Augusta	['Huntington', 'Charter Township of Clinton', 'Augusta', 'Orange', 'Hillsboro']	[0.6267379522323608, 0.37326136231422424, 6.448719886975596e-07, 5.433605388543983e-12, 6.577265045538266e-14]	hCG-bhRdOCbGs0VRBaCn-Q
Augusta	['Knoxville', 'Augusta', 'Greer', 'Nashville', 'Helena']	[0.9494616985321045, 0.050536613911390305, 1.6618196241324767e-06, 1.18979714969214e-08, 3.117916591577341e-09]	dxODL9BbnEEcNdeTR1vzWw
Augusta	['Greenville', 'Knoxville', 'Raleigh', 'Asheville', 'Durham']	[0.9942885637283325, 0.005710627883672714, 5.974911800876725e-07, 2.7312592010275694e-07, 1.5931559457088573e-12]	moMys8sPJPf6VDxShfS2ag
Augusta	['Cottonwood', 'Safford', 'Rancho Cordova', 'Sierra Vista', 'Fullerton']	[0.5716181993484497, 0.4282790422439575, 5.642940595862456e-05, 2.5262992494390346e-05, 1.76746652869042e-05]	2hv1q81gj0o1gCBJY6B9iQ
Augusta	['Augusta', 'Raleigh', 'Atlanta', 'Cottonwood', 'Greenville']	[0.9996211528778076, 0.0003788502071984112, 5.693387539196237e-09, 3.970408030129491e-11, 2.643490114306868e-11]	YCIDST5TlkbI7JBagKbQ4g
Augusta	['Augusta', 'Raleigh', 'Greenville', 'Greer', 'Helena']	[1.0, 1.5511892215158696e-08, 1.4308987772437831e-08, 2.3553641675944093e-11, 2.4231940577907653e-14]	d8iI98Y8dbd9T_e5Q93Z6Q
Augusta	['Orange', 'Greer', 'Augusta', 'Jacksonville', 'Greenville']	[0.9999932050704956, 6.750522516085766e-06, 1.0846491808885281e-17, 9.51904133159995e-20, 2.3391881402226516e-24]	oN2XZKDRInYkPZHy5UjZJw
Augusta	['Greenville', 'Atlanta', 'Greer', 'Augusta', 'Nashville']	[0.8292791247367859, 0.16256383061408997, 0.008157055824995041, 1.7777468386270812e-10, 9.731509218249834e-13]	UZW7xyrFYNJrrTIJ8sEE0g
Augusta	['Rancho Cordova', 'Clovis', 'Davis', 'Fullerton', 'Orange']	[0.999982476234436, 1.7505595678812824e-05, 5.333619310099458e-11, 9.183812852586086e-16, 2.368480144557375e-16]	ingFevzfgXLMDKui1MR5Ww
Augusta	['Augusta', 'Greenville', 'Raleigh', 'Orange', 'Richardson']	[0.9995301961898804, 0.00026060239179059863, 0.00011139827984152362, 9.105668868869543e-05, 4.146308128838427e-06]	XM37OO5r48zEkf-NOC3xBQ
Augusta	['Greenville', 'Augusta', 'Johnson City', 'Helena', 'Greer']	[1.0, 3.8330762175409205e-12, 2.3188457509275594e-20, 1.2066085210898149e-21, 5.746596987125993e-22]	3eJMvKezTXsSmydYJEl0YA
Augusta	['Greer', 'Augusta', 'Atlanta', 'Greenville', 'Knoxville']	[0.999998927116394, 7.519108748965664e-07, 3.7963383192618494e-07, 2.5341413131341542e-14, 2.1374292765322052e-16]	VR-S4YBcOUYKJHJTCAjyfA
Augusta	['Augusta', 'Atlanta', 'Raleigh', 'Greenville', 'Greer']	[1.0, 5.433050631609149e-08, 2.1544673600715214e-08, 8.969163606264985e-11, 7.88370497356583e-12]	AXPGAfeSLMkIuyDtPS0wVw
Augusta	['Augusta', 'Orange', 'Greenville', 'Greer', 'Savannah']	[1.0, 2.0035585603789263e-12, 8.005953484793021e-14, 7.924521770123066e-14, 2.942380038780136e-17]	XtqGDDQecHD_lSW8ZzjJQA
Augusta	['Greer', 'Atlanta', 'Greenville', 'Augusta', 'Washington']	[0.9869085550308228, 0.013043017126619816, 4.8304656957043335e-05, 6.494217075214692e-08, 2.6580167823794367e-20]	k2fQgGh9rics80Pv76dj2A
Augusta	['Raleigh', 'Greenville', 'Durham', 'Savannah', 'Knoxville']	[1.0, 2.1028171280272303e-16, 5.73966664241806e-17, 3.2492843533213472e-18, 9.97140540597246e-21]	XrH-fDU1N8elHvfsG1S6OA
Augusta	['Greenville', 'Orange', 'Savannah', 'Jacksonville', 'San Antonio']	[0.9997609257698059, 0.00023838854394853115, 5.802378382213647e-07, 1.2529773130154354e-07, 6.570007315964688e-10]	6MyNapZtZA9M20GfYrdxYQ
Augusta	['Clovis', 'Rancho Cordova', 'Orange', 'Richardson', 'Prescott']	[1.0, 2.8717174038045412e-12, 3.4029350132594503e-18, 2.853438363653803e-19, 2.909568677154376e-22]	ANHqd2RQrCrZq6YH9ShFqw
Augusta	['Sacramento', 'Rancho Cordova', 'Flagstaff', 'Albuquerque', 'Bisbee']	[0.9935014843940735, 0.0057336874306201935, 0.0007225336157716811, 2.5941117201000452e-05, 1.6281166608678177e-05]	Z0sqOHF7J_bw_9FIK6XxXA
Augusta	['Greenville', 'Raleigh', 'Augusta', 'Asheville', 'Knoxville']	[0.9999897480010986, 5.264197625365341e-06, 5.051263997302158e-06, 2.479606235025709e-18, 8.868331560175955e-19]	cWwSkM3pGX3psI2otXx50g
Augusta	['Hannibal', 'Greer', 'Augusta', 'Greenville', 'Helena']	[0.9989182949066162, 0.0010586908319965005, 2.2991096557234414e-05, 5.3656887689500915e-14, 1.184715469520334e-16]	djG9d55vC8E2xKSTpPaUhg
Augusta	['Raleigh', 'Greenville', 'Augusta', 'Durham', 'Asheville']	[0.7390186786651611, 0.2406281679868698, 0.020351611077785492, 1.5565804005746031e-06, 1.930729048860158e-10]	7RhWOc3ejasBHD5QzahoSQ
Augusta	['Greenville', 'Raleigh', 'Augusta', 'Asheville', 'Knoxville']	[0.9999897480010986, 5.264197625365341e-06, 5.051263997302158e-06, 2.479606235025709e-18, 8.868331560175955e-19]	Yz3X06syLtCU0ZyiUF0FVQ
Augusta	['Raleigh', 'Greenville', 'Augusta', 'Greer', 'Orange']	[0.5526062250137329, 0.44120845198631287, 0.006144148763269186, 4.1172155761159956e-05, 5.526262607247201e-12]	nNUYoZRHN-Q23ObeJit7ow
Augusta	['Savannah', 'Greenville', 'Raleigh', 'Asheville', 'Durham']	[1.0, 1.5632753772032437e-11, 1.250071489482904e-17, 1.701331189849716e-21, 7.371897147421787e-26]	9yXJruFtNqamLctRdoc_ZA
Augusta	['Hannibal', 'Augusta', 'Helena', 'Greer', 'Charter Township of Clinton']	[1.0, 2.2496999055321432e-11, 1.5036265960631512e-13, 2.3164810566232296e-16, 3.424381402764654e-26]	bDMvhhQ2UWPe_c_76-fXeA
Augusta	['Augusta', 'Greer', 'Greenville', 'Helena', 'Raleigh']	[0.6828976273536682, 0.3171023428440094, 1.1324692946639361e-13, 6.848262056177376e-14, 1.1571918142553593e-19]	4NYk-gVeAHZyT22xvD0KHQ
Augusta	['Augusta', 'Greenville', 'Helena', 'Raleigh', 'Charter Township of Clinton']	[0.9999960660934448, 2.8737531465594657e-06, 9.523017752144369e-07, 1.3958236877442687e-07, 3.145654181579971e-09]	i7YNJX-cio10zEymYvG9Hg
Augusta	['Augusta', 'Atlanta', 'Greenville', 'Charter Township of Clinton', 'Raleigh']	[1.0, 1.1920386552843887e-11, 4.620327991727846e-12, 7.137806513381195e-13, 2.363299714345374e-13]	vqA5fYgJl22NeFASOqP_Zg
Augusta	['Augusta', 'Richardson', 'Orange', 'Clovis', 'Raleigh']	[1.0, 8.724954352751224e-15, 6.695440173972153e-18, 8.581154097037092e-19, 3.6232035944077007e-20]	g53EU_3ndIm9bgTHFVpJtQ
Augusta	['Greer', 'Augusta', 'Greenville', 'Durham', 'Raleigh']	[0.9999189376831055, 8.110804628813639e-05, 6.399415972823004e-17, 1.0372108690669795e-17, 6.1006117003531265e-18]	VEvNmKulIsaucQY4u37PUA
Augusta	['Augusta', 'Orange', 'Jacksonville', 'Greer', 'Greenville']	[0.5851348042488098, 0.4148593842983246, 5.778862941951957e-06, 4.367514683245588e-11, 1.3723060299339514e-15]	lDOGjWy4rnYCGtLItvrs-w
Augusta	['Hannibal', 'Greer', 'Augusta', 'Charter Township of Clinton', 'Helena']	[1.0, 1.0231404143508892e-15, 2.1358296170195012e-20, 7.5796219544014e-22, 4.805466998479905e-25]	DdpEpHHavRuZXXyizdb2Fw
Augusta	['Nashville', 'Knoxville', 'Augusta', 'Helena', 'Greenville']	[0.6664493083953857, 0.33355069160461426, 5.246506784573057e-09, 6.705333337186925e-12, 1.2794872107976625e-18]	j0niUVLQMnbRxAilr6idDQ
Augusta	['Johnson City', 'Charter Township of Clinton', 'Greer', 'Washington', 'Helena']	[0.8965801000595093, 0.10341992229223251, 1.0351807952502234e-11, 6.715340631659183e-13, 4.636982529719613e-13]	ES7ST-I7d2iDu-SQFGaKIw
Augusta	['Raleigh', 'Augusta', 'Greer', 'Greenville', 'Orange']	[0.9999998807907104, 1.3722191738452238e-07, 1.3979652102591444e-08, 1.0849660579681508e-11, 6.380585689251712e-15]	SiBWoWd3CPrPLLD8xOv3Kg
Augusta	['Greer', 'Augusta', 'Greenville', 'Atlanta', 'Raleigh']	[0.9937644004821777, 0.0031838524155318737, 0.0025745881721377373, 0.0003453098761383444, 0.00013142533134669065]	VGbhq9X1nB0Yshj5ioxO7g
Augusta	['Raleigh', 'Augusta', 'Atlanta', 'Greer', 'Greenville']	[0.9999792575836182, 2.0692135876743123e-05, 6.172880517851809e-08, 1.0909790848501189e-09, 2.321269843008622e-10]	f-x9MtIZ2-o2SYOdJVZcng
Augusta	['Greer', 'Augusta', 'Orange', 'Helena', 'Greenville']	[0.9935588240623474, 0.006441227160394192, 1.1112235399424533e-14, 2.307953023031155e-15, 6.635752329928709e-21]	iMTQcpvDBf4Tp_hRN3Eprg
Augusta	['Charter Township of Clinton', 'Danbury', 'Washington', 'Johnson City', 'Hillsboro']	[0.5798594355583191, 0.2607576251029968, 0.15889285504817963, 0.00026769450050778687, 0.00022210269526112825]	vY8aAOk2CohJnaWazbTocA
Augusta	['Orange', 'Greer', 'Greenville', 'Augusta', 'Hayward']	[0.9999837875366211, 1.617721136426553e-05, 3.3702804002472275e-14, 1.3871336804888168e-14, 2.992601523849711e-18]	xSzYFNj47LC6RMngAfF6Lw
Augusta	['Charter Township of Clinton', 'Dearborn', 'Augusta', 'Detroit', 'Bloomington']	[0.9999905824661255, 9.41285088629229e-06, 1.2427646825997357e-19, 7.305017958681028e-23, 1.7022610170432562e-23]	f-MxizdEIPJVwR5DR2mWxQ
Augusta	['Jacksonville', 'Augusta', 'Savannah', 'Greer', 'Orange']	[0.9729719161987305, 0.020924238488078117, 0.005247543565928936, 0.0008563503506593406, 5.79763614894091e-09]	jxPfV1x8SW6TK7ucaepVEQ
Augusta	['Greenville', 'Augusta', 'Durham', 'Helena', 'Greer']	[0.9999997615814209, 2.115692012694126e-07, 2.6625583248590656e-12, 8.216925007993099e-17, 5.498430335551055e-17]	40V9n8yPAa9DdN97IZH53g
Augusta	['Richardson', 'Raleigh', 'Greer', 'Greenville', 'Augusta']	[0.5411651730537415, 0.400176465511322, 0.05853195860981941, 0.00010178537922911346, 2.4634175133542158e-05]	eLJ0IN7emenW45LcNLOt3A
Augusta	['Raleigh', 'Augusta', 'Greer', 'Greenville', 'Orange']	[0.9999998807907104, 1.3722191738452238e-07, 1.3979652102591444e-08, 1.0849660579681508e-11, 6.380585689251712e-15]	2tRZ8zxJfBw-j8K-9Wa-VA
Augusta	['Raleigh', 'Greenville', 'Asheville', 'Knoxville', 'Washington']	[1.0, 1.972650842674284e-08, 1.551972390661724e-13, 4.029838444142902e-15, 8.974906415026082e-20]	cfLvTc6DR7cAh0p3ySpF_Q
Augusta	['Nashville', 'Knoxville', 'Augusta', 'Helena', 'Greenville']	[0.6664493083953857, 0.33355069160461426, 5.246506784573057e-09, 6.705333337186925e-12, 1.2794872107976625e-18]	9yMoYAyaNfb6a64Oy7GLIg
Augusta	['Raleigh', 'Greenville', 'Augusta', 'Asheville', 'Durham']	[0.9999359846115112, 6.395757372956723e-05, 5.51288703576347e-09, 4.0288295431994275e-14, 3.73291152093894e-16]	7kHsLgoF7HG1Jiikier7LA
Augusta	['Raleigh', 'Augusta', 'Atlanta', 'Greenville', 'Orange']	[0.933090329170227, 0.06690941005945206, 2.218154691036034e-07, 7.655968636832711e-10, 1.3648285279721506e-10]	BCHcEKjYXupHMvCxHRcB9w
Augusta	['Raleigh', 'Greenville', 'Asheville', 'Augusta', 'Knoxville']	[0.9996740818023682, 0.00032595935044810176, 4.9000188795389477e-08, 1.211680495522005e-13, 7.168266190858957e-15]	jQyBRx1m8IEiTI-cslacIQ
Augusta	['Greer', 'Augusta', 'Greenville', 'Helena', 'Atlanta']	[0.9997532963752747, 0.0002466680307406932, 4.610456981468669e-12, 3.9073673224927774e-13, 4.843295746521871e-16]	_9z4J8HNg1b1uh-DXjEm2Q
Augusta	['Raleigh', 'Charter Township of Clinton', 'Augusta', 'Richardson', 'Atlanta']	[0.9931883811950684, 0.006800754927098751, 9.623239748179913e-06, 1.284640120502445e-06, 9.873216022526776e-09]	zCZxstiFvx_vFGAktz_88g
Augusta	['Greenville', 'Raleigh', 'Greer', 'Durham', 'Knoxville']	[0.9998683929443359, 0.00013162061804905534, 3.3196276283398163e-10, 3.611359822297544e-11, 2.4770710114162264e-13]	0pxRk2bx03iBMpDV-o7RSQ
Augusta	['Augusta', 'Orange', 'Richardson', 'Helena', 'Cottonwood']	[0.924706757068634, 0.0752931758761406, 1.725939036134605e-08, 3.917335475149027e-17, 3.699951996579785e-19]	nFFFHTIrnpeBMlAwWWS5yQ
Augusta	['Savannah', 'Greenville', 'Jacksonville', 'Asheville', 'Augusta']	[1.0, 1.330473410479996e-13, 1.8266986188647674e-19, 2.9209372709904103e-20, 9.62168370196334e-22]	Zc8tPCSfASaIhHfqTdhOUg
Augusta	['Knoxville', 'Augusta', 'Greer', 'Nashville', 'Helena']	[0.9494616985321045, 0.050536613911390305, 1.6618196241324767e-06, 1.18979714969214e-08, 3.117916591577341e-09]	1ztbjHDG4cBilxyET5ZYww
Augusta	['Savannah', 'Greenville', 'Raleigh', 'Asheville', 'Knoxville']	[0.9999775886535645, 2.235506872239057e-05, 1.3095244333349854e-10, 1.7306890580490349e-15, 8.098219428484717e-16]	a01Uq9b9F1Z1Tll8El05Dw
Augusta	['Fullerton', 'Cottonwood', 'Orange', 'Jacksonville', 'Augusta']	[0.5414904952049255, 0.3283904492855072, 0.12740035355091095, 0.002691985107958317, 2.1765270503237844e-05]	8q_OulyFcsOmq9OqugM_FQ
Augusta	['Nashville', 'Knoxville', 'Augusta', 'Greenville', 'Atlanta']	[0.6434973478317261, 0.3565026819705963, 4.7735856959690055e-18, 1.507606338573042e-22, 4.723540144991017e-24]	jVT_FPEuBapR6WHiVL9bbw
Augusta	['Augusta', 'Richardson', 'Greenville', 'Orange', 'Clovis']	[0.999393105506897, 0.0006068719085305929, 7.176637617511972e-10, 3.4118778282978836e-17, 5.736571477322494e-19]	2whQjsLfP8wBrjFE06kf4w
Augusta	['Raleigh', 'Augusta', 'Greenville', 'Greer', 'Atlanta']	[0.6964710354804993, 0.28709876537323, 0.016424980014562607, 5.13491340825567e-06, 3.727861389805215e-13]	ZE0yN6HarcXcr7wrNFCKpA
Augusta	['Raleigh', 'Greenville', 'Augusta', 'Jacksonville', 'Richardson']	[0.9654353857040405, 0.03279230743646622, 0.0017723141936585307, 3.6999214998202634e-13, 2.735431228571291e-16]	7HUFucAFiUohcYtgVATnQw
Augusta	['Augusta', 'Hannibal', 'Marquette', 'Helena', 'Greer']	[0.9998353719711304, 0.00016368913929909468, 6.935312057976262e-07, 1.1978430336512247e-07, 8.656752470415086e-08]	9UnINd4bl4N0Pzlu2Jfp2w
Augusta	['Greer', 'Augusta', 'Atlanta', 'Greenville', 'Durham']	[0.9881085753440857, 0.011823663488030434, 6.781727279303595e-05, 2.4914076010573716e-11, 2.1169255867293837e-17]	-AB4WdPFc_x1I8nVe7F4XQ
Augusta	['Orange', 'Greer', 'Augusta', 'Jacksonville', 'Greenville']	[0.9999932050704956, 6.750522516085766e-06, 1.0846491808885281e-17, 9.51904133159995e-20, 2.3391881402226516e-24]	mH5C0UfFkqCPjDwXDGj_CQ
Augusta	['Rancho Cordova', 'Clovis', 'Sacramento', 'Fullerton', 'Davis']	[1.0, 6.326965062974921e-10, 9.409548059471643e-17, 1.1810221122211878e-18, 3.660099727136687e-20]	dj7fPAg5fhYq7xvg4Agt-g
Augusta	['San Jose', 'Savannah', 'Orange', 'San Antonio', 'Jacksonville']	[0.9900755286216736, 0.009824071079492569, 9.263912215828896e-05, 5.733185844292166e-06, 1.7770339582057204e-06]	h1Sw60FZpe5c6eua-3VDpg
Daly City	['Diamond Bar', 'Daly City', 'San Jose', 'Hayward', 'Fullerton']	[0.9999500513076782, 4.990524394088425e-05, 6.226133757863961e-12, 9.81789248424153e-14, 3.2169256780698995e-15]	YbhnJqhGpeq4Sq1uVeGvwQ
Daly City	['Daly City', 'San Francisco', 'Hayward', 'Oakland', 'San Jose']	[1.0, 8.729151580102396e-22, 6.396262753237808e-28, 4.720336879457102e-37, 1.1039007511113147e-38]	ZUwBnhqjQkXqBbpF_LLXZg
Daly City	['Daly City', 'San Francisco', 'Hayward', 'Oakland', 'San Jose']	[1.0, 5.063191701912523e-24, 2.08611764524646e-32, 4.245289749610606e-40, 1.883345136052554e-42]	kmBE4OsTIqyDgu2IUVfBfg
Daly City	['Daly City', 'San Francisco', 'San Jose', 'Huntington', 'Hayward']	[1.0, 1.939842600787167e-12, 8.822473494196628e-17, 2.0212923409799843e-19, 1.0081217186580569e-19]	r1WTWuA-ZLWRoQ0ikujozg
Daly City	['Daly City', 'San Francisco', 'Hayward', 'San Jose', 'Huntington']	[1.0, 4.88202389281535e-15, 8.488171758355772e-19, 4.470510545239909e-20, 3.576670889584006e-24]	BVczMSrLp40XUhc0iW4h2Q
Daly City	['Daly City', 'Rancho Cordova', 'Hayward', 'San Jose', 'Diamond Bar']	[0.9999991655349731, 6.458776056206261e-07, 2.936180578672065e-07, 8.32817023893942e-14, 6.101206779379753e-14]	9ThErs9SCnV0UBu2yd4J3Q
Daly City	['Daly City', 'Hayward', 'San Jose', 'San Francisco', 'Oakland']	[0.9999995231628418, 5.281806920720555e-07, 4.188602114351571e-26, 1.2042030775621538e-36, 5.8184154316309324e-40]	WjiSlKRxBn7DX-4ZWRksAA
Daly City	['Daly City', 'Hayward', 'San Francisco', 'Nashville', 'New York']	[1.0, 1.4096879689705253e-23, 3.528650829353672e-34, 0.0, 0.0]	xYYhdVO5d0xHOTKmMNN_DA
Daly City	['Daly City', 'Hayward', 'San Jose', 'Oakland', 'Diamond Bar']	[1.0, 2.2960949808137343e-10, 2.8648569997589678e-27, 3.731929101879681e-37, 2.8401601352843252e-39]	6LSGDQdzuL57c7UAtJhDAg
Daly City	['Daly City', 'Hayward', 'San Francisco', 'San Jose', 'Clovis']	[1.0, 3.2813796984650425e-28, 8.825663013851583e-34, 4.2522670949241724e-38, 0.0]	w-vqS0zZzutMqnCKdFtV-Q
Daly City	['Daly City', 'Hayward', 'San Francisco', 'Nashville', 'New York']	[1.0, 7.443153974617989e-28, 2.74347103097735e-30, 0.0, 0.0]	Vtno8q_Jqa1Fk43-09mPQg
Daly City	['Daly City', 'Hayward', 'San Francisco', 'San Jose', 'Clovis']	[1.0, 4.092131556649802e-21, 1.1354492255832062e-32, 1.6661438740822075e-42, 0.0]	mA2XlS8-ehV6UMoEw9QCWg
Daly City	['Daly City', 'San Jose', 'San Francisco', 'Huntington', 'Hayward']	[1.0, 2.760662975221986e-18, 8.156520412595113e-19, 8.026145374323333e-19, 1.7762877766433423e-19]	TlAIY0QMq1AsWSHBRuPG-A
Daly City	['Daly City', 'Hayward', 'San Jose', 'Huntington', 'San Francisco']	[1.0, 2.3067820266525233e-30, 2.071068683527364e-39, 3.5032461608120427e-44, 1.401298464324817e-45]	qucEJqlxG4l_ZfHlKWL9qg
Daly City	['Daly City', 'San Jose', 'Hayward', 'Diamond Bar', 'Fullerton']	[0.9999842643737793, 1.4603306226490531e-05, 1.1227233471799991e-06, 4.129999243122776e-15, 3.3713771810864544e-20]	cLbwDLKEilkpP0AqujeiPg
Daly City	['Daly City', 'Hayward', 'San Francisco', 'San Jose', 'Oakland']	[1.0, 7.123415286810283e-21, 2.216260004372254e-32, 8.067471440902977e-40, 2.808454356230512e-40]	r1_Wnutrnzj8sl-Sz20utg
